ID	Symbol	OSK_OE_D4	siMyc_D3	OSK_Myc_OE_D4	Myc_OE_D4	siMyc_D7	Myc_inh_D3	siControl_MEF_1	siControl_MEF_2	siControl_D7
ENSMUSG00000068083	Cyp2d40	0.00669006	0	0	0	0	0	0	0	0
ENSMUSG00000068085	Cyp2d11	0.00461915	0	0	0	0	0	0	0	0
ENSMUSG00000068086	Cyp2d9	0.00442441	0	0	0	0	0	0	0.0127337	0.041209
ENSMUSG00000068099	1500009C09Rik	0	0	0	0	0.0707291	0	0	0	0
ENSMUSG00000068101	Cenpm	13.7177	6.37746	7.50093	19.465	0.939054	6.13422	9.13187	9.04896	3.29375
ENSMUSG00000068105	Tnfrsf13c	0.947887	0.93234	13.2601	0.338331	0.219647	0.209173	0.148329	0.0649205	0.350198
ENSMUSG00000068113	Gm4907	2.4536	2.56082	1.65792	0.598795	1.85951	0.632856	2.05821	2.14499	1.67756
ENSMUSG00000068114	Ccdc134	8.33409	6.96202	7.45345	7.5138	6.55491	5.16223	5.6551	5.58741	6.99951
ENSMUSG00000068115	Ninl	3.42511	1.86883	2.68083	8.94501	3.47754	4.77882	2.62072	3.47995	2.62331
ENSMUSG00000068117	Mei1	0.0114143	0	0	0.0104624	0.0118866	0	0	0	0.0151609
ENSMUSG00000068120	Gm10231	240.626	180.196	219.152	245.956	160.069	189.321	212.562	209.69	194.148
ENSMUSG00000068122	Agtr2	0.394155	0.0359174	1.16029	5.66195	2.51185	2.12696	28.1208	27.7992	33.7568
ENSMUSG00000068129	Cst7	0	0	0	0	0	0	0	0	0
ENSMUSG00000068130	Zfp442	0.657302	0.336866	0.956467	1.19444	0.763545	1.35452	1.1591	1.05613	0.695258
ENSMUSG00000068134	Zfp120	3.78835	1.3667	2.34617	2.21553	3.62806	1.66042	2.5746	3.39687	2.19777
ENSMUSG00000068141	Gm10232	116.559	59.2333	103.754	148.613	50.0985	24.7567	46.3077	50.3769	45.2639
ENSMUSG00000068149	BC049702	0	0	0	0	0	0	0	0	0
ENSMUSG00000068151	A230006K03Rik	0.0289897	0	0	0	0	0	0	0	0
ENSMUSG00000068154	Insm1	5.84309	0.11473	20.2126	0.0426254	0.145284	0.143569	0	0	1.89421
ENSMUSG00000068165	Gm10233	42.8883	37.8927	62.4124	70.4534	34.9166	18.4973	34.5609	33.5508	32.9051
ENSMUSG00000068167	Csnka2ip	0	0	0	0	0	0	0	0	0
ENSMUSG00000068173	4930525M21Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000068180	AY512915	0	0	0	0	0	0	0	0	0
ENSMUSG00000068181	Gm10234	0	0	0	0	0	0	0	0	0
ENSMUSG00000068182	Olfr203	0	0	0	0	0	0	0	0	0
ENSMUSG00000068184	Ndufaf2	37.1004	37.3715	41.6885	61.9288	34.47	8.13956	26.0126	29.0306	27.0231
ENSMUSG00000068196	Col8a1	12.539	72.0555	5.64386	7.25201	75.0677	107.211	47.0259	49.4173	33.9048
ENSMUSG00000068200	Gm5931	128.512	150.226	211.86	262.263	204.365	135.387	169.922	173.708	147.1
ENSMUSG00000068205	Macrod2	24.7754	3.65555	8.86816	5.34695	2.45948	3.23136	4.68278	4.67123	3.78153
ENSMUSG00000068206	Pick1	15.666	8.76287	25.1603	11.2245	14.7741	11.0489	8.61308	10.211	11.4654
ENSMUSG00000068218	Ssxb9	0.00737762	0	0	0	0.00992698	0	0	0	0
ENSMUSG00000068219	Ssxb10	0.00737762	0	0	0	0	0	0	0	0
ENSMUSG00000068220	Lgals1	675.31	4178.06	525.003	1513.1	4187.24	993.506	4589.47	4692.61	4345.53
ENSMUSG00000068221	Pdxp	5.93531	3.61389	13.8108	20.0431	8.96519	11.214	6.74048	11.7133	10.0935
ENSMUSG00000068226	Gm6723	11.686	3.46787	6.6834	7.73016	7.80664	3.68371	5.79924	5.07665	6.84578
ENSMUSG00000068227	Il2rb	0	0.0445957	0.102362	0.0497058	0.0563047	0.715279	0.0597558	0.0653889	0.0705377
ENSMUSG00000068228	Vmn1r-ps34	0	0	0	0	0	0	0	0	0
ENSMUSG00000068231	Vmn1r43	0	0.0427636	0	0	0.216608	0	0.0585116	0	0.0690689
ENSMUSG00000068232	Vmn1r42	0	0	0	0	0	0	0	0	0
ENSMUSG00000068234	Vmn1r44	0.0165255	0	0	0.0151994	0.086342	0.0218977	0	0.0204175	0
ENSMUSG00000068235	Vmn1r-ps25	0	0	0	0	0	0	0	0	0
ENSMUSG00000068240	Gm11808	755.04	853.767	1166.81	1196.91	592.281	843	947.452	954.01	779.101
ENSMUSG00000068243	Gm7079	978.214	1301.47	1811.1	2079.47	986.6	932.733	1550.99	1626.16	1666.31
ENSMUSG00000068245	Phf11d	8.41678	0.229913	0.0936894	0.127438	2.52197	0.273317	0.439432	0.410575	2.764
ENSMUSG00000068246	Apol9b	16.2584	1.32179	0.14522	0.107425	7.968	0.0663898	0.41446	0.535991	1.62339
ENSMUSG00000068250	Amn1	10.5773	9.1585	4.84674	4.78418	14.6009	12.0386	9.11522	8.54209	13.6379
ENSMUSG00000068252	Apol7b	0.0781	0.0107273	0.0143673	0.00683232	0.0388119	0.10375	0	0	0.0297018
ENSMUSG00000068259	Olfr461	0	0	0.0587876	0	0	0	0	0	0.0810217
ENSMUSG00000068262	Gm5879	254.401	109.072	216.425	252.5	70.6588	132.842	144.869	147.662	110.078
ENSMUSG00000068263	Efcc1	0.0502855	0.00486787	0.017114	0.016277	0.0773566	0.289694	0.945404	0.0264366	0.29892
ENSMUSG00000068264	Ap5s1	23.3084	10.2345	10.2827	5.6563	18.4309	14.137	15.2308	19.0479	33.0461
ENSMUSG00000068267	Cenpb	48.6218	59.734	43.5392	41.9484	67.2229	45.4909	63.8984	56.7226	74.5999
ENSMUSG00000068270	Shroom4	9.10612	3.03794	4.31163	2.80529	6.02314	2.43671	3.51538	3.3799	4.81989
ENSMUSG00000068284	Gm608	4.37809	1.29647	2.05704	2.33403	2.04111	4.87202	1.79725	1.79029	1.74574
ENSMUSG00000068289	Cma2	0.0603208	0.373685	0	0	2.27137	0	0.102259	0.0745995	0.0402367
ENSMUSG00000068290	Ddrgk1	53.377	45.8865	44.8228	37.1949	72.9859	54.287	42.7167	43.3294	57.4747
ENSMUSG00000068299	1700019G17Rik	1.04272	0.261942	0.383711	0.248181	0.505839	0.448792	0.34048	0.284346	0.529272
ENSMUSG00000068302	Noto	0	0	0	0.0294588	0.116583	0	0	0	0
ENSMUSG00000068303	Spr-ps1	11.1257	11.2252	15.8066	14.0939	19.7206	3.40858	8.68112	6.97514	12.6123
ENSMUSG00000068314	Gm6899	0.175725	1.38703	0.000150171	1.08758	0.954129	1.25015	1.30738	1.82803	1.9489
ENSMUSG00000068323	Slc4a5	0.225794	0.228513	0.896502	0.0084925	0.272372	0.914487	0.14973	0.163845	0.0123008
ENSMUSG00000068324	Gm10029	188.378	113.941	141.027	169.465	62.9175	86.8958	112.344	123.527	76.1615
ENSMUSG00000068327	Tlx2	0	1.72362	3.93917	0	1.64719	0	0.0386468	0	3.19706
ENSMUSG00000068328	Aup1	51.0933	94.2325	95.5515	85.2758	123.845	105.243	62.1977	62.8012	96.6292
ENSMUSG00000068329	Htra2	49.585	55.2925	80.4922	115.074	44.9543	45.7823	33.3397	33.8493	40.7079
ENSMUSG00000068335	Dok1	23.6272	39.8834	33.5531	14.8597	30.8211	14.3707	31.8271	27.0768	25.2232
ENSMUSG00000068341	Reg3d	0	0	0	0	0	0	0	0	0.136412
ENSMUSG00000068348	Gm10238	0.291956	0.246265	0	0	0.311848	0	0	0	0.39775
ENSMUSG00000068349	Gml	0	0.0535902	0	0	0.0940043	0	0	0	0
ENSMUSG00000068373	D430041D05Rik	0.0109646	0.0166662	0.312034	0	0.138083	0.192227	0.0130939	0	0.280473
ENSMUSG00000068391	Chrac1	40.3259	42.0757	42.2412	42.5807	36.0624	12.8264	36.4977	36.6398	42.7802
ENSMUSG00000068392	Rnase13	0	0	0	0	0	0	0	0	0
ENSMUSG00000068394	Cep152	2.38396	0.662134	1.88558	2.37638	0.779776	1.03379	0.87879	0.971546	0.941102
ENSMUSG00000068396	Rpl34-ps1	921.562	889.996	1054.46	1222.8	534.147	581.548	917.209	996.951	620.18
ENSMUSG00000068397	Gm10240	129.934	126.942	151.289	180.114	74.0885	71.343	124.015	132.508	91.8789
ENSMUSG00000068399	Gm7247	0.00276629	0	0.00252595	0	0	0	0	0	0
ENSMUSG00000068407	Rnase12	1.44603	0	0.384208	0	0	0	0	0	0
ENSMUSG00000068417	Pnp2	52.3393	14.5849	17.6382	8.17271	23.0098	4.62502	7.80099	8.09832	15.0274
ENSMUSG00000068426	Vmn1r19	0	0	0	0	0	0	0	0	0
ENSMUSG00000068428	Gmnc	0.0231052	0	0	0	0.0120308	0.0152891	0.0129993	0	0
ENSMUSG00000068431	Olfr742	0	0	0	0	0	0	0	0	0
ENSMUSG00000068437	Olfr725	0	0	0	0	0	0	0	0	0
ENSMUSG00000068452	Duox2	0.0161776	0.02962	0.0155864	0	0.0505262	0	0	0	0.00537035
ENSMUSG00000068457	Uty	3.33253	1.82906	3.98925	2.95453	4.55529	0.0656825	4.17218	4.66527	4.25337
ENSMUSG00000068463	B630019A10Rik	0.293886	0.069198	0.0551384	1.9606e-79	0.0847179	1.75919e-07	0.181632	0.130861	0.165386
ENSMUSG00000068466	Gm5518	59.2663	15.4562	28.3044	54.6281	12.4461	17.0654	25.381	25.0883	12.5626
ENSMUSG00000068479	Mfap1a	12.0232	8.35872	9.9534	8.8715	13.8543	10.1295	10.6037	10.3852	9.89056
ENSMUSG00000068480	Gm7551	48.8021	13.1471	23.182	35.5155	8.82275	6.84961	14.8194	16.4059	8.30547
ENSMUSG00000068487	Gm4943	45.9469	39.3076	24.3812	22.8086	35.4152	24.1558	21.8163	19.66	32.9139
ENSMUSG00000068506	Gm5800	0	0	0	0	0	0	0	0	0
ENSMUSG00000068522	Aard	0.235048	0.484448	0.189242	0.431968	0.0408975	2.43893	1.85598	1.98258	0.0521632
ENSMUSG00000068523	Gng5	108.698	222.995	123.989	110.178	186.519	103.522	196.942	202.444	159.528
ENSMUSG00000068535	Olfr169	0	0	0	0	0	0	0	0	0
ENSMUSG00000068536	Doxl2	0	0.0170646	0	0.01902	0.145161	0.0549001	0.0233488	0.051105	0.110264
ENSMUSG00000068537	Gm10242	0	0	0	0	0	0	0	0	0
ENSMUSG00000068547	Clca6	0.0577484	0.0987579	0.21603	0	0.0666982	0	0.0108367	0.0237177	0.0255852
ENSMUSG00000068551	Zfp467	2.21585	3.39165	0.718966	1.07191	7.35489	15.3168	8.88774	9.26408	10.9416
ENSMUSG00000068566	Myadm	62.9629	234.681	71.5023	47.5286	152.085	165.34	167.204	170.974	177.889
ENSMUSG00000068574	Olfr458	0	0	0	0	0	0	0	0	0
ENSMUSG00000068579	Rpl7a-ps3	75.1059	41.98	83.5162	83.4227	33.0406	42.6653	46.9766	46.9088	38.6365
ENSMUSG00000068580	Zfyve19	30.0019	11.7588	14.5518	21.9327	15.7182	17.2493	13.5751	18.1626	23.2182
ENSMUSG00000068587	Mgam	0.129549	0.092818	0.158008	0.0686062	0.912703	0.0377448	0.0441154	0.0204799	0.391353
ENSMUSG00000068600	Hemt1	0	0	0	0	0.155427	0	0	0	0
ENSMUSG00000068601	Gm10244	0.0715969	0.415253	1.00794	0.197947	0.824607	0.385186	0.811916	0.533272	0.669298
ENSMUSG00000068604	Gm8225	43.6165	62.2977	78.3043	85.205	39.191	54.3272	61.5944	61.3335	49.5706
ENSMUSG00000068606	Gm4841	0.434744	0.559934	0	0.0156024	14.2697	0.00825736	0.0383066	0	0.135655
ENSMUSG00000068614	Actc1	1.58331	1.83361	0	0.0324399	0.0737117	0.116936	4.22123	6.27509	0.141025
ENSMUSG00000068615	Gjd2	0	0	0	0	0	0	0	0.0206371	0
ENSMUSG00000068617	Efcab1	0.0391384	0.0805247	0.226482	0.0538511	0.0407878	0.233148	0.484785	0.337582	0.31214
ENSMUSG00000068629	Gm6155	37.6331	26.6694	22.2203	22.3092	20.4286	31.9807	21.0582	22.728	21.0931
ENSMUSG00000068631	Gm7676	185.032	10.351	9.00272	18.1499	22.4703	20.7155	16.8523	13.608	61.0131
ENSMUSG00000068638	4930403O15Rik	0.154614	0.0106036	0.00688294	0.00633618	0.100268	0.0148627	0.00451415	0	0
ENSMUSG00000068645	Olfr1280	0	0	0	0	0	0	0	0	0
ENSMUSG00000068646	Olfr1279	0	0	0	0	0	0	0	0	0
ENSMUSG00000068647	Olfr1278	0	0	0	0	0	0	0	0	0
ENSMUSG00000068663	Clec16a	8.20305	4.64038	7.80273	5.27136	16.4399	9.20144	6.14319	5.58704	8.62429
ENSMUSG00000068674	Gm10247	192.463	70.0059	89.4582	106.99	36.2364	84.0753	71.2062	73.4927	44.1917
ENSMUSG00000068680	Gm10248	0	0	0	0	0	0	0	0	0
ENSMUSG00000068686	Cd59b	6.32226	1.1476	0.831234	1.16731	0.735998	4.87339	2.05435	3.62303	2.65592
ENSMUSG00000068689	Rps19-ps9	1.25372	1.60921	1.584	1.65363	0.622649	1.10923	2.09987	2.82687	1.82899
ENSMUSG00000068696	Gpr88	0.110444	0.147624	0.252849	0.240482	0.359498	1.31559	2.22187	1.73423	1.96249
ENSMUSG00000068697	Myoz1	0.164463	0.135611	0	0.0377875	0.0429314	0	0	0.152281	0.109515
ENSMUSG00000068699	Flnc	2.55434	26.5295	10.3142	20.2398	34.6797	41.0545	24.3085	26.7962	27.2343
ENSMUSG00000068706	Gm10250	399.299	270.473	201.068	234.759	250.283	111.861	229.134	224.406	221.647
ENSMUSG00000068732	Tmem167b	17.6434	15.8249	10.8187	9.63352	26.84	21.3724	25.5969	25.1348	27.6851
ENSMUSG00000068735	Trp53i11	4.77092	7.18083	4.56049	0.963362	14.8666	8.06878	7.01484	6.53022	4.26503
ENSMUSG00000068739	Sars	244.992	230.6	304.813	226.154	224.2	290.914	271.154	282.501	199.455
ENSMUSG00000068740	Celsr2	7.11881	0.754845	3.18204	1.16694	0.567506	7.30078	0.489931	1.05929	1.98118
ENSMUSG00000068742	Cry2	6.37796	3.70628	5.89038	5.61081	8.80737	9.38316	5.71333	5.38831	8.43433
ENSMUSG00000068744	Psrc1	92.3649	62.1774	184.201	268.156	120.213	213.441	84.1119	85.085	123.829
ENSMUSG00000068745	Mybphl	0	0	0	0	0	0.0554344	0	0	0
ENSMUSG00000068747	Sort1	21.9165	6.11591	4.9334	3.4745	5.7218	18.9959	11.3139	13.7039	9.45
ENSMUSG00000068748	Ptprz1	3.76091	1.09132	0.581826	0.0678661	0.5338	0.550415	1.16636	1.27632	1.22551
ENSMUSG00000068749	Psma5	108.225	47.6158	54.8582	72.0147	47.9728	18.7652	35.8551	36.9245	28.6075
ENSMUSG00000068758	Il3ra	4.93348	16.0651	7.27607	6.40119	16.7465	28.4336	17.1248	17.337	21.0587
ENSMUSG00000068762	Gstm6	0.165254	0.64442	0.401806	0.152859	0.535965	0	0.551867	0.30678	0.603296
ENSMUSG00000068776	4930469B13Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000068794	Col28a1	0.244877	0.128148	0.0536346	0.0510114	0.139093	0.0883837	0.263008	0.356326	0.0739198
ENSMUSG00000068798	Rap1a	24.3038	16.3347	18.582	12.5462	11.7349	7.42575	15.4475	15.5464	11.3204
ENSMUSG00000068806	Olfr1259	0	0	0	0	0	0	0	0	0
ENSMUSG00000068808	Olfr1189	0	0	0	0	0	0	0	0	0
ENSMUSG00000068809	Olfr1188	0	0	0.0567761	0	0	0	0	0	0
ENSMUSG00000068810	Olfr1187-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000068814	Olfr1145	0	0	0	0	0	0	0	0	0
ENSMUSG00000068815	Olfr1143	0	0	0	0	0	0	0	0	0
ENSMUSG00000068816	Olfr152	0	0	0	0	0	0	0	0	0
ENSMUSG00000068817	Olfr1140	0	0	0	0	0	0	0	0	0
ENSMUSG00000068818	Olfr1132	0	0	0	0	0	0	0	0	0
ENSMUSG00000068819	Olfr1131	0	0	0	0	0	0	0	0	0
ENSMUSG00000068823	Csde1	75.5021	73.0768	65.8338	75.778	73.8927	65.3148	69.2635	71.203	58.2251
ENSMUSG00000068824	Olfr1083-ps	0	0	0	0	0	0	0	0	0
ENSMUSG00000068825	Gm13721	0	0	0	0	0	0	0	0	0
ENSMUSG00000068854	Hist2h2be	1.06433	0.305525	0.429656	0.340535	0.59968	0.270312	0.501644	0.503189	0.764869
ENSMUSG00000068855	Hist2h2ac	0	7.09293	5.64352	1.99657	13.7297	2.57192	4.95241	3.62463	8.70344
ENSMUSG00000068856	Sf3b4	22.9833	35.6149	43.76	49.8012	28.9506	19.9756	25.9841	23.0428	27.096
ENSMUSG00000068859	Sp9	0.0623838	1.90627	4.9664	4.51623	1.72071	1.1064	1.90994	0.166825	0.226155
ENSMUSG00000068860	Gm128	0.0510717	0.170101	0.0797151	0.0468707	0.130861	0.0461808	0.20141	0.18889	0.0339598
ENSMUSG00000068874	Selenbp1	5.8512	1.54875	5.18033	16.0202	3.33331	6.09334	17.3034	19.8656	12.0942
ENSMUSG00000068876	Cgn	0.323062	0.937147	0.79203	0.780202	4.34055	0.00297277	1.26137	1.59391	3.60503
ENSMUSG00000068877	Selenbp2	3.26617	0.27896	1.89551	8.82685	1.73293	2.37827	10.9536	9.28717	5.09977
ENSMUSG00000068879	Gm5773	0	0	0	0	0	0	0	0	0
ENSMUSG00000068882	Ssb	241.744	162.55	268.219	368.245	159.679	121.631	192.334	203.207	143.309
ENSMUSG00000068885	Lce3f	0	0.0458035	0	0	0.299675	0	0.0417806	0	0
ENSMUSG00000068887	Lce1j	0	0.0347496	0	0	0	0	0	0	0
ENSMUSG00000068888	Lce1i	0	0.105611	0	0	0.297193	0	0.0481678	0	0.0758118
ENSMUSG00000068889	Lce1e	0	0.0146416	0	0	0.169957	0	0	0	0.078827
ENSMUSG00000068890	Lce1a2	0	0	0	0	0.551835	0	0	0	0.586537
ENSMUSG00000068893	Sprr2a2	3.64116	1.60006	2.59949	0.958115	25.3434	0	1.40737	2.59786	50.3436
ENSMUSG00000068917	Clk2	26.5503	29.0166	19.3962	25.5509	19.0581	33.0161	22.4924	32.148	27.3882
ENSMUSG00000068921	Dap3	77.1376	64.1126	112.774	128.957	75.6544	55.6453	67.9968	71.2078	76.0785
ENSMUSG00000068922	Msto1	20.6146	24.3842	37.8697	49.9315	19.4375	11.7062	22.7169	22.9292	21.6268
ENSMUSG00000068923	Syt11	8.16048	3.11456	6.84844	3.45828	10.7289	15.8425	9.18473	11.1178	8.77098
ENSMUSG00000068924	Gm10253	0.0608946	0	0	0	0	0	0	0	0
ENSMUSG00000068940	Tcl1b3	0	0	0	0	0	0	0	0	0
ENSMUSG00000068947	Olfr366	0	0	0	0	0	0	0	0	0
ENSMUSG00000068948	Olfr363-ps	0	0	0	0	0	0	0	0	0
ENSMUSG00000068950	Olfr338	0	0	0	0	0	0	0	0	0
ENSMUSG00000068957	4930589L23Rik	0	0	0	0.141996	0	0	0.0435783	0	0
ENSMUSG00000068959	Zfp619	0.445011	0.21088	0.329509	0.455844	0.404607	0.473153	0.568333	0.478392	0.433491
ENSMUSG00000068962	Zfp114	0.546191	0.0703838	0.128733	0.282697	0.211361	0.347236	0.366984	0.340608	0.367022
ENSMUSG00000068964	Gm6361	28.674	29.332	59.3125	58.9437	28.9136	16.5166	32.3037	31.4308	20.715
ENSMUSG00000068966	Zbtb34	3.37546	1.37261	1.85209	1.90875	3.03725	3.33815	2.59549	2.23363	3.24104
ENSMUSG00000068969	Rpl32-ps	110.093	33.7305	43.4495	46.2505	25.6513	63.7378	38.341	36.5788	26.1738
ENSMUSG00000068999	Vmn2r5	0	0	0.0094766	0	0	0	0	0	0
ENSMUSG00000069008	Gm5537	350.434	173.232	481.359	586.342	184.889	280.686	464.905	496.206	240.716
ENSMUSG00000069011	Gm10254	71.1077	46.6323	92.2396	121.888	42.9639	39.0364	72.9825	72.7836	51.6119
ENSMUSG00000069014	Gm5641	78.0689	21.8476	37.9751	58.7946	14.9118	10.5925	25.6522	27.1698	14.4988
ENSMUSG00000069020	Urm1	72.1424	49.6175	63.2809	54.0207	68.5102	12.5284	42.6479	53.8814	70.952
ENSMUSG00000069036	Sry	0	0	0	0	0	0	0	0	0
ENSMUSG00000069038	Gm4906	0	0	0	0	0	0	0	0	0
ENSMUSG00000069041	Slc25a31	1.0092	0.675546	0.365388	0.318558	0.723844	0.375888	1.84864	1.12816	1.51075
ENSMUSG00000069044	Usp9y	0.0227068	0	0	0	0	0	0	0	0
ENSMUSG00000069045	Ddx3y	12.3092	9.21202	10.4938	9.34177	11.8336	0.0534746	13.2977	12.0639	8.70716
ENSMUSG00000069049	Eif2s3y	32.8347	27.2525	33.027	27.4006	34.3325	0.422303	40.291	40.9211	25.9293
ENSMUSG00000069053	Uba1y	0.00131829	0	0	0	0.0164747	0.00261702	0	0	0.00525322
ENSMUSG00000069072	Slc7a14	1.86954	0.181882	0.420383	0.00804234	0.0813654	0.0619001	0.00461942	0.00337625	0.0781088
ENSMUSG00000069074	Gm10258	0	0	0	0	0	0	0	0	0
ENSMUSG00000069080	Lcn11	0	0	0	0	0	0	0	0	0
ENSMUSG00000069083	Gm10259	89.8521	35.0059	75.8656	86.6499	19.9107	16.1583	34.5733	31.8574	18.5876
ENSMUSG00000069085	Dytn	0	0	0	0	0	0.0131346	0	0	0
ENSMUSG00000069089	Cdk7	10.3971	8.52921	7.92056	8.42151	8.43407	6.13724	9.21577	9.19149	9.23919
ENSMUSG00000069094	Pde7a	10.6137	4.91858	15.2104	12.1414	10.0827	11.0037	13.7411	16.7962	13.1198
ENSMUSG00000069114	Zbtb10	4.27608	0.991119	1.74224	1.18441	1.02217	2.39319	0.985622	1.03647	1.27898
ENSMUSG00000069117	Gm10260	472.89	197.849	268.777	292.374	109.912	134.584	200.535	220.405	138.326
ENSMUSG00000069118	1700008P02Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000069125	Rps24-ps2	270.417	87.2911	122.872	129.652	58.9473	146.948	82.6463	89.2442	70.317
ENSMUSG00000069132	Nxph2	0.0188688	0	0	0	0	0	0	0	0
ENSMUSG00000069135	Fgfr1op	8.37193	3.73369	13.8273	15.6368	7.39748	14.1475	5.36189	6.2327	7.53979
ENSMUSG00000069136	A130006I12Rik	0.211472	0.425311	0.71441	0.471135	0.784039	0.298479	1.19222	0.910969	0.322178
ENSMUSG00000069170	Gpr98	2.60411	0.358899	0.814751	0.266598	0.380737	1.06213	0.621773	0.638003	0.794033
ENSMUSG00000069171	Nr2f1	16.9609	10.6405	6.99375	16.117	17.5197	24.6171	19.8178	19.5009	25.4096
ENSMUSG00000069184	Zfp72	1.38376	0.440459	1.85216	1.35728	1.34518	1.29109	0.992619	1.12498	1.04618
ENSMUSG00000069188	Gm13192	1316.65	1842.51	2487.49	2685.43	1298.6	1612.18	1957.46	2054.47	1638.83
ENSMUSG00000069189	Zdhhc11	0	0	0	0	0	0	0	0	0
ENSMUSG00000069196	Gm10161	118.004	0	0	0	0	4.71029	0	0	0
ENSMUSG00000069206	Zfp874a	1.75027	1.46548	2.07364	1.94514	3.68409	2.12489	1.37985	1.71927	1.74547
ENSMUSG00000069208	Zfp825	8.59409	1.49926	4.04107	4.07737	2.96171	3.65459	3.61041	3.68139	3.05109
ENSMUSG00000069223	4930451E10Rik	0.432166	0.158772	0.247328	0	0.232037	0.797191	0	0	0.591909
ENSMUSG00000069227	Gprin1	0.23903	0.121684	0.0109656	0.0104293	0.22521	0.165696	0.230532	0.224239	0.456363
ENSMUSG00000069236	Gm7251	16.8444	9.56071	13.3024	14.7919	11.2466	16.8018	13.1191	13.7453	12.9161
ENSMUSG00000069237	C78339	15.678	18.6526	19.4872	14.8584	20.0454	24.2037	24.3662	23.9082	16.3537
ENSMUSG00000069248	Serpinb6e	0	0	0	0	0	0	0	0	0
ENSMUSG00000069255	Dusp22	8.46423	7.79296	11.2308	5.19636	9.20933	5.44441	12.8771	12.5538	14.7588
ENSMUSG00000069258	Prl2b1	0	0	0	0	0	0	0	0	0
ENSMUSG00000069259	Prl6a1	0	0.0557884	0	0	0.0706456	0	0	0	0
ENSMUSG00000069265	Hist1h3a	0.183546	1.84136	1.77364	1.33662	3.39984	0.600423	0.453296	1.1169	0.552608
ENSMUSG00000069266	Hist1h4b	0.0347114	3.09003	5.32524	1.49824	10.821	0.446247	1.29894	1.28738	2.25092
ENSMUSG00000069267	Hist1h3b	0.109674	7.44722	4.15069	1.75775	15.0418	0.314886	1.46749	1.46711	1.37319
ENSMUSG00000069268	Hist1h2bf	1.31481	6.64566	6.32242	2.59586	12.2826	1.13641	3.41535	3.07073	7.92227
ENSMUSG00000069270	Hist1h2ac	0.0854298	2.62696	4.50907	3.81955	2.23515	0.75007	2.13923	2.24738	1.06687
ENSMUSG00000069272	Hist1h2ae	0.12036	9.75391	13.8717	16.8917	5.08911	3.22628	8.1901	9.51245	4.01097
ENSMUSG00000069273	Hist1h3e	0.308574	1.41166	2.04561	0.884946	2.73786	0.460001	0.622827	0.600581	0.516117
ENSMUSG00000069274	Hist1h4f	0.0532493	2.78143	4.3808	1.60524	7.08851	0.295934	0.738597	1.21186	2.48653
ENSMUSG00000069276	Gm10264	0.107934	0	0	0	0	0	0	0	0
ENSMUSG00000069280	Vmn1r223	0	0	0	0	0	0	0	0	0
ENSMUSG00000069289	Vmn1r203	0	0	0	0	0	0	0	0	0
ENSMUSG00000069291	Vmn1r200	0	0	0	0	0	0	0	0	0
ENSMUSG00000069292	Vmn1r199	0	0	0	0	0	0	0	0	0
ENSMUSG00000069294	Vmn1r197	0	0	0	0	0	0	0	0	0
ENSMUSG00000069295	Vmn1r196	0	0	0	0	0	0	0	0	0
ENSMUSG00000069296	Vmn1r195	0	0	0	0	0	0	0	0	0
ENSMUSG00000069297	Vmn1r194	0	0	0	0	0	0	0	0	0
ENSMUSG00000069299	Vmn1r188	0	0	0	0	0	0	0	0	0
ENSMUSG00000069300	Hist1h2bj	2.04848	16.8015	12.9443	5.56559	35.6988	2.41923	6.96078	8.79076	19.925
ENSMUSG00000069301	Hist1h2ag	0.393347	20.6577	28.9963	37.3053	8.7028	7.23251	18.4259	20.6301	7.0063
ENSMUSG00000069302	Hist1h2ah	0.0469726	20.1401	30.8214	38.468	7.42958	7.09713	17.7115	21.698	6.73141
ENSMUSG00000069303	Hist1h2br	0.902392	7.06395	6.85694	2.55677	15.551	1.20427	3.40368	3.71308	7.97873
ENSMUSG00000069305	Hist1h4n	0.099191	3.44295	9.82615	3.24641	15.6025	1.64623	2.09119	1.57339	2.95387
ENSMUSG00000069306	Hist1h4m	0.111508	3.41179	8.33251	2.61586	14.3834	0.960512	1.71665	1.21292	3.02616
ENSMUSG00000069307	Hist1h2bq	0.608648	4.37182	4.91103	1.78675	9.63075	0.945687	2.18565	2.39289	4.9317
ENSMUSG00000069308	Hist1h2bp	2.37437	9.6777	8.99993	3.14876	17.2172	1.3442	4.02018	3.59022	8.46492
ENSMUSG00000069309	Hist1h2an	0.0575324	29.7911	43.7872	56.5259	11.9327	10.1763	26.5733	32.0034	10.1397
ENSMUSG00000069310	Hist1h3c	0.302507	3.766	2.83826	1.97499	6.18334	0.171277	1.45033	1.36359	0.990628
ENSMUSG00000069312	Hist1h3h	0.108054	4.24459	3.7858	4.41947	6.41479	0.567025	1.13074	1.37129	1.06481
ENSMUSG00000069315	Gm7731	0	0	0.00969112	0	0	0.240222	0.0128235	0	0
ENSMUSG00000069324	Gm5096	0.0474154	0	0.0261489	0	0.0329647	0	0	0	0.0180194
ENSMUSG00000069355	Gm5152	0	0	0	0	0	0	0	0	0.0482728
