Gene ID	Symbol	MEF	Day2	Day4	Day6	Day8	IPS	ES
ENSMUSG00000047197	Gjd3	0	0	0	0	0	0	0.0460716
ENSMUSG00000047203	Vmn1r54	0	0	0.0325417	0	0	0	0
ENSMUSG00000047205	Dusp18	4.52629	2.73447	1.64469	1.95482	1.53923	0.779206	0.713088
ENSMUSG00000047207	Olfr1495	0	0	0	0	0	0	0
ENSMUSG00000047213	Ythdf3	22.5064	18.599	21.6391	19.2291	15.5537	13.1592	19.0358
ENSMUSG00000047215	Rpl9	26.652	24.6515	37.0043	39.5651	47.913	82.1119	36.1366
ENSMUSG00000047216	Cdh19	0	0	0	0.00771818	0	0	0
ENSMUSG00000047220	Ccdc36	0	0.00739938	0.0187668	0	0.0578316	1.39839	0.956135
ENSMUSG00000047221	Fam185a	3.2389	2.8148	9.11063	8.15551	7.33924	6.13873	5.46151
ENSMUSG00000047222	Ear11	0	0	0	0	0.100501	0	0
ENSMUSG00000047225	Olfr684	0	0	0	0	0	0	0
ENSMUSG00000047227	Gm527	1.75459	1.60237	1.05534	1.53412	1.38326	1.53598	1.94384
ENSMUSG00000047228	BC048546	0	0	0	0	0	0	0
ENSMUSG00000047230	Cldn2	0.0252654	0.0138451	0.579392	0.53441	0.703412	0	0
ENSMUSG00000047237	Fbxw21	0	0	0	0	0	0	0
ENSMUSG00000047238	Mageh1	18.4791	18.9995	14.7976	16.5364	17.8156	7.81666	6.49058
ENSMUSG00000047242	Taf9b	2.22818	2.41744	2.4569	2.29586	2.36831	0.999662	2.09145
ENSMUSG00000047246	Hist1h2be	0.88963	1.0511	0.818958	0.606549	0.854189	0.41087	0.48067
ENSMUSG00000047248	C2cd3	4.29844	4.38155	9.58799	10.6674	14.7154	14.2162	6.04416
ENSMUSG00000047250	Ptgs1	2.86325	2.64849	1.3753	1.75061	1.58565	0.429673	0.165563
ENSMUSG00000047253	Krtap1-5	0.0559015	0.0687764	0	0.0512945	0	0	0
ENSMUSG00000047257	Prss45	0	0	0	0	0.0499358	0.478261	0.325026
ENSMUSG00000047259	Mc4r	0	0	0	0	0	0	0
ENSMUSG00000047260	Emc6	19.325	17.1148	25.2776	26.668	37.7447	50.6813	40.3765
ENSMUSG00000047261	Gap43	30.8033	27.5583	5.97256	6.14906	11.6399	12.0017	1.6921
ENSMUSG00000047264	Zfp358	14.3088	16.4683	15.8613	14.9235	16.5663	4.25357	5.5091
ENSMUSG00000047281	Sfn	3.65556	2.68456	0.9366	1.05004	3.4848	29.3302	38.3808
ENSMUSG00000047284	Neurl4	11.9424	8.24763	18.0795	17.8725	10.5966	15.3657	20.7833
ENSMUSG00000047286	Olfr370	0	0	0	0	0	0	0
ENSMUSG00000047293	Gpr15	0	0.0355879	0	0	0.046289	0	0
ENSMUSG00000047295	Smgc	0	0	0	0	0	0	0
ENSMUSG00000047298	Kcnv2	0	0	0	0	0	0	0
ENSMUSG00000047307	Pcdhb13	0.302184	0.50251	0.357987	0.328487	0.434044	0.00671327	0.00868527
ENSMUSG00000047324	4931429P17Rik	0	0	0.0274136	0.0120914	0.0281427	0.0128376	0
ENSMUSG00000047330	Kcne4	1.23619	3.36023	0.220227	1.72915	0.836815	0.0103178	0
ENSMUSG00000047342	Zfp286	5.2606	5.98472	8.46076	6.65117	6.49429	3.60137	3.41252
ENSMUSG00000047343	Mettl21c	0.0146122	0	0.0504684	0.0201596	0.0361259	0.0214226	0.00923918
ENSMUSG00000047344	Lancl3	0.738307	0.843287	0.15842	0.0990081	0	0	0.00800728
ENSMUSG00000047347	Gm5806	1.50933	1.0171	2.03347	1.63993	1.31161	3.49599	2.85061
ENSMUSG00000047352	Olfr976	0	0	0	0	0	0.0178959	0
ENSMUSG00000047356	Lcn10	0	0	0	0	0	0	0
ENSMUSG00000047361	Gm973	0.0282669	0.0232383	0.0663028	0.0714986	0.158957	0.269386	0.384276
ENSMUSG00000047363	Cstad	1.3144	3.18094	0.819984	1.41127	1.99741	0.145646	0
ENSMUSG00000047368	Abhd17b	11.9716	8.39631	11.4966	11.9101	11.0871	9.04902	10.5391
ENSMUSG00000047369	Dnah14	0.013344	0	0	0	0.0245939	0	0
ENSMUSG00000047370	Gm7367	7.15864	9.03175	9.43576	6.55002	5.09655	26.81	113.674
ENSMUSG00000047371	Zfp768	6.31551	6.4843	9.76844	9.65853	6.60777	0.866134	1.32808
ENSMUSG00000047379	B3gnt1	16.6302	17.5695	18.1266	18.4803	21.0968	6.23188	6.0594
ENSMUSG00000047383	Als2cr11	0	0	0	0	0	0	0
ENSMUSG00000047384	A730013G03Rik	0.0351298	0	0	0.0161365	0.037539	0.0171209	0
ENSMUSG00000047388	Atmin	5.21523	4.71088	5.47523	4.74596	4.55903	17.2302	29.9796
ENSMUSG00000047390	Defb9	0	0	0	0	0	0	0
ENSMUSG00000047394	Odf3b	0	0	0.0291194	0	0	0	0.176593
ENSMUSG00000047407	Tgif1	66.1642	54.0588	35.2549	31.2207	37.7277	152.033	115.455
ENSMUSG00000047409	Ctdspl	6.11303	7.3856	4.36114	3.61315	2.46914	0.658332	1.2899
ENSMUSG00000047412	Zbtb44	2.63512	2.67137	3.50426	2.58251	2.0436	6.86589	26.6913
ENSMUSG00000047414	Flrt2	17.8817	16.48	15.9796	13.3045	13.4202	0.320881	0.743438
ENSMUSG00000047415	Gpr68	0.0744702	0.0291516	0.221814	0.203079	0.181719	0.0779644	0.337177
ENSMUSG00000047417	Rexo1	7.82498	6.63013	12.3983	10.5645	6.22215	11.0223	21.4063
ENSMUSG00000047419	Cmya5	0.136563	0.272318	0.148901	0.158054	0.188602	0	0.00523576
ENSMUSG00000047420	Fam180a	3.05469	1.55484	0.986081	2.46156	4.39011	0	0
ENSMUSG00000047423	AI837181	22.6734	24.0972	23.987	24.2629	26.9877	14.2762	19.8084
ENSMUSG00000047428	Dlk2	1.53165	4.40801	2.06083	0.780015	0.248196	0	0.130894
ENSMUSG00000047434	Xxylt1	17.8414	15.388	20.9994	18.2851	12.062	4.69301	12.4829
ENSMUSG00000047441	Antxrl	0	0.03053	0	0	0	0	0.0313116
ENSMUSG00000047443	Fam132b	3.22292	2.04693	0.591687	0.454657	0.509738	2.11091	1.04189
ENSMUSG00000047444	Olfr139	0	0	0	0	0	0	0
ENSMUSG00000047446	Arl4a	4.91955	4.70364	17.5584	10.9725	19.9073	31.1977	16.2099
ENSMUSG00000047454	Gphn	5.67099	4.84744	10.1676	7.57488	5.45617	1.86753	3.58574
ENSMUSG00000047459	Dynlrb1	326.576	349.456	199.486	261.884	306.259	210.476	122.784
ENSMUSG00000047462	A530099J19Rik	0	0	0	0	0	0	0
ENSMUSG00000047466	8030462N17Rik	3.03601	2.7653	2.92414	1.70625	0.80594	2.00971	10.6038
ENSMUSG00000047473	Zfp30	2.19752	2.36767	3.10038	2.73104	2.67425	0.635938	1.14255
ENSMUSG00000047485	Klhl34	0	0	0.100142	0.063099	0.0146853	0.214358	0.590015
ENSMUSG00000047490	4932411E22Rik	0	0	0	0	0	0	0
ENSMUSG00000047492	Inhbe	0	0	0	0	0.0263808	0.986809	1.15321
ENSMUSG00000047495	Dlgap2	0	0.00947323	0	0	0	0.0112553	0.0727735
ENSMUSG00000047496	Rnf152	0	0.0120682	0.00305867	0.00539984	0.00629132	0.140724	0.263624
ENSMUSG00000047497	Adamts12	5.58946	4.92349	4.03511	1.29689	0.153859	0.0117016	0.0353064
ENSMUSG00000047501	Cldn4	0	0.0242974	0.169491	2.25623	4.85503	32.1865	56.8933
ENSMUSG00000047502	Mroh7	0	0.0615383	0.00603919	0	0.0117937	0.533524	0.934698
ENSMUSG00000047507	Baiap3	0.021671	0.017861	0.00728834	0.0128627	6.76E-10	0.344301	0.3261
ENSMUSG00000047508	Mbd3l2	0	0	0	0	0	0	0.0160757
ENSMUSG00000047509	Gm6776	8.92218	9.14553	6.22726	5.35259	4.93644	2.97851	5.21746
ENSMUSG00000047511	Olfr1396	0.0299974	0	0.0312107	0	0	0	0
ENSMUSG00000047514	Tspyl1	37.1887	36.0787	26.3231	25.6997	23.8355	15.0639	19.9161
ENSMUSG00000047515	BC049715	0.0425105	0.0696235	0.0883631	0.0469641	0	0.123491	0.157752
ENSMUSG00000047517	Dmbt1	0	0	0	0.00366448	0	0.00389602	0.00251897
ENSMUSG00000047518	Slfnl1	0	0	0	0	0	0	0.0192433
ENSMUSG00000047528	Als2cr12	0	0.0424085	0	0	0	0.0335616	0
ENSMUSG00000047531	Rtp2	0	0	0	0	0	0	0.149609
ENSMUSG00000047534	Mis18bp1	3.10819	2.78371	8.99248	5.08148	4.55427	15.2942	27.0503
ENSMUSG00000047535	Olfr67	0	0	0	0	0	0	0
ENSMUSG00000047539	Fbxo28	8.11524	7.99379	9.67368	8.74196	8.03795	6.70215	7.73627
ENSMUSG00000047544	Olfr616	0	0	0	0	0	0	0
ENSMUSG00000047545	Olfr629	0	0	0	0	0	0	0
ENSMUSG00000047547	Cltb	22.4417	24.4044	24.6166	32.5324	37.0284	21.3845	26.1251
ENSMUSG00000047554	Tmem41b	23.7622	16.3265	10.6278	11.7161	13.4784	18.8891	23.908
ENSMUSG00000047557	Lxn	47.64	90.7876	27.5052	29.843	43.2707	6.36488	4.6918
ENSMUSG00000047562	Mmp10	0.0156426	0	0.0325903	0.0143737	0.0445937	0.0762748	0
ENSMUSG00000047564	Krtap3-1	0	0	0	0	0	0	0
ENSMUSG00000047565	Acot10	12.0937	10.3399	7.1234	7.37931	7.7648	9.44363	12.4207
ENSMUSG00000047583	Tyw3	2.90771	1.96739	4.67692	3.57456	5.35034	8.72618	5.81412
ENSMUSG00000047586	Nccrp1	0	0.0146359	0	0	0.0761815	0.121606	0.225179
ENSMUSG00000047591	Mafa	0	0	0	0	0	0	0.809309
ENSMUSG00000047592	Nxpe5	0.0113038	0.0185804	0.104717	0.083428	0.0432372	0	0
ENSMUSG00000047594	Olfr1122	0	0	0	0	0	0	0
ENSMUSG00000047603	Zfp235	1.69811	2.19002	2.6088	2.3209	1.22293	0.947587	1.45117
ENSMUSG00000047604	Frat2	0.378343	0.541499	3.92971	5.09343	6.77684	2.71618	2.39113
ENSMUSG00000047606	Ankrd34c	0	0	0	0	0.022489	0	0
ENSMUSG00000047613	A430005L14Rik	10.9128	14.4645	14.6031	18.4578	20.4078	37.5174	51.2259
ENSMUSG00000047617	BC029214	11.4266	15.4249	11.6444	17.8621	24.3754	3.65668	2.49972
ENSMUSG00000047619	Ddi1	0.03594	0	0	0	0	0	0
ENSMUSG00000047626	Olfr791	0	0	0	0	0	0	0
ENSMUSG00000047631	Apof	0	0.011312	0.200855	0.0506229	0.235632	0.309015	0.365458
ENSMUSG00000047632	Fgfbp3	1.08958	0.894946	1.34002	1.04297	1.90921	0.1476	0.32509
ENSMUSG00000047635	2810006K23Rik	6.40596	7.34272	11.533	10.837	11.9976	13.2072	13.5981
ENSMUSG00000047636	Cdcp2	0	0.0081521	0	0	0	0	0.0250813
ENSMUSG00000047638	Nr1h4	0	0.0108017	0	0.0725091	0.216718	0	0.0512019
ENSMUSG00000047641	Krt83	0.292756	0.655293	0.0457493	0.0403559	0	0	0
ENSMUSG00000047642	D930020B18Rik	0	0.0151026	0.115441	0	0	0.00980871	0.0508464
ENSMUSG00000047643	Gm5454	0.509843	0.426348	2.13369	0.468311	0.625333	1.80313	1.53258
ENSMUSG00000047648	Fbxo30	12.047	11.0645	6.92817	5.2067	3.61725	7.09563	16.1414
ENSMUSG00000047649	Cd3eap	12.5041	11.7702	21.0696	15.5943	18.0758	22.2823	16.9113
ENSMUSG00000047652	Pea15b	0	0	0	0	0	0	0
ENSMUSG00000047654	Tssk6	0.0836365	0.0686685	0.0870442	0.0958453	0.0668871	0.162626	1.6642
ENSMUSG00000047655	Vmn1r74	0	0	0	0	0	0	0
ENSMUSG00000047656	Trpt1	3.26251	4.1947	3.6691	3.85518	4.68051	2.21313	3.88218
ENSMUSG00000047657	Crry-ps	3.45836	3.01344	3.66499	3.80084	2.07143	0.754069	1.28386
ENSMUSG00000047658	Gal3st3	0.118346	0.0176823	0.0280306	0.0692405	0.126657	1.08209	1.44169
ENSMUSG00000047661	1600012P17Rik	0	0	0	0	0	0	0
ENSMUSG00000047667	Olfr26	0	0	0	0	0	0	0
ENSMUSG00000047669	Msl3l2	2.31199	2.62205	3.04986	3.42528	3.86814	0.972302	1.47671
ENSMUSG00000047671	Tctex1d4	0.0593343	0.0486573	0	0	0	0.0288246	0
ENSMUSG00000047674	Pdha2	0	0	0	0	0	0.227594	1.01028
ENSMUSG00000047675	Rps8	307.93	286.894	351.242	333.784	530.505	537.324	301.342
ENSMUSG00000047676	Rpsa-ps10	1034.51	970.02	1249.35	1186.87	1485.66	1553.04	972.57
ENSMUSG00000047678	Gpr82	0	0	0	0	0	0	0
ENSMUSG00000047686	Zcchc5	5.09737	5.53985	25.3489	12.9851	17.0502	0.0255396	0
ENSMUSG00000047692	4930533K18Rik	0.0263487	0.0437885	0.0567192	0.127651	1.87E-77	0.282448	0.291628
ENSMUSG00000047694	Yipf6	13.9976	12.4144	9.19262	7.09562	6.2538	2.8091	10.0428
ENSMUSG00000047696	Ccdc144b	0.0041979	0	0	0	0	0	0
ENSMUSG00000047702	Olfr1388	0	0	0	0	0	0	0
ENSMUSG00000047710	Champ1	10.5317	10.2788	18.627	16.267	13.1577	19.3678	18.2848
ENSMUSG00000047712	Ust	4.26777	3.96426	1.24445	1.30355	1.18436	0.0804864	0.334643
ENSMUSG00000047714	Ppp1r2	13.6015	11.5793	17.1024	21.281	27.3738	17.0119	16.827
ENSMUSG00000047716	Olfr736	0	0	0	0	0	0	0
ENSMUSG00000047719	Ubiad1	7.35126	6.826	10.3341	10.8538	8.89958	6.4373	6.36544
ENSMUSG00000047720	4922502D21Rik	0	0	0	0	0	0	0
ENSMUSG00000047721	Bola2	44.6215	45.2858	48.6937	63.4808	87.9705	101.471	102.153
ENSMUSG00000047728	BC025446	0	0.0306013	0.0582234	0.0171179	0.0398172	0.0363184	0.0941643
ENSMUSG00000047730	Fcgbp	0.0159912	0	0.0265428	0.0146664	0.0340655	0.0310563	0.301368
ENSMUSG00000047731	Wbp1l	24.3357	20.7715	25.7709	30.5177	27.0959	9.45391	10.9629
ENSMUSG00000047733	BC048609	0	0	0	0.165231	0	0	0
ENSMUSG00000047735	Samd9l	7.21403	8.50327	9.11547	5.12775	6.01329	0.861917	0.444687
ENSMUSG00000047746	Fbxo40	0.0240441	0.0040037	0.110248	0.0219878	0.0365255	0.130047	0.0456639
ENSMUSG00000047747	Rnf150	1.62194	3.26466	1.99485	2.12612	1.78132	0.0273453	0.0289239
ENSMUSG00000047749	Zc3hav1l	2.26356	2.58306	4.21388	3.24472	2.10883	2.12155	3.16607
ENSMUSG00000047751	Utf1	0.0459573	0.0188576	0.0956882	0.0210969	3.99747	66.6719	89.0061
ENSMUSG00000047757	Fancb	1.39599	1.62644	2.35717	1.55573	1.97436	3.87929	4.20659
ENSMUSG00000047759	Hs3st3a1	0.160472	0.129295	0.257641	0.289317	0.220047	0	0.0365301
ENSMUSG00000047766	Lrrc49	6.69772	6.71475	8.12474	6.02509	6.94268	3.09492	2.24782
ENSMUSG00000047767	Atg16l2	8.29796	8.48248	17.5139	25.9292	22.075	4.02475	5.03456
ENSMUSG00000047773	Ankfn1	0	0	0	0.010798	0.0125681	0.0114668	0
ENSMUSG00000047777	Phf13	13.608	11.7891	8.82773	8.84456	8.06145	8.98082	14.6159
ENSMUSG00000047786	Lix1	0.082056	0.0793405	0.30664	0.415692	0.457784	0.118204	0.0854361
ENSMUSG00000047787	Flrt1	0.165763	0.262148	0.186144	0.207265	0.150335	0.0166304	0.0913995
ENSMUSG00000047789	Slc38a9	1.27306	1.11538	1.2959	1.39692	1.13351	0.706843	0.8368
ENSMUSG00000047793	Sned1	2.33618	5.84705	34.1812	18.7959	6.82749	0.172553	0.367084
ENSMUSG00000047794	Olfr685	0	0	0	0	0	0	0
ENSMUSG00000047797	Gjb1	0	0	0.0188093	0.0165902	0.0192958	1.09151	0.502484
ENSMUSG00000047798	Cd300lf	0.0348751	0.058047	0.0637321	0.0280689	0.0137895	0.159166	0.648687
ENSMUSG00000047799	Oog4	0	0	0	0	0	0	0
ENSMUSG00000047804	Akap10	7.13983	6.71791	6.84649	7.12616	6.16289	7.1885	8.47676
ENSMUSG00000047807	9330154K18Rik	0	0.0102926	0	0.034546	0	0	0
ENSMUSG00000047810	Ccdc88b	0.0606009	0.0332209	0.0737179	0.0464606	0.102824	0.301268	0.81761
ENSMUSG00000047819	Tigd4	0	0.0604826	0.0383485	0.00676691	0	0	0
ENSMUSG00000047821	Trim16	13.8742	11.592	15.4297	15.7025	11.3637	0.894054	0.439479
ENSMUSG00000047822	Gm6484	0	0.0287655	0	0.0321797	0	0.102159	0.22135
ENSMUSG00000047824	Pygo2	21.2464	21.1694	22.4587	21.6648	21.1026	22.7147	26.0854
ENSMUSG00000047828	A730018C14Rik	0	0	0	0	0	0	0
ENSMUSG00000047832	Cdca4	21.9366	18.2098	27.6275	23.2419	20.48	31.047	38.1775
ENSMUSG00000047841	BC051628	0.0246927	0.0821879	0.0257023	0.022666	0.0263433	0.0480465	0.0623523
ENSMUSG00000047842	Diras2	4.28433	6.96915	0.766609	0.308908	0.30396	0.0396268	0.073225
ENSMUSG00000047843	Bri3	98.6627	85.2736	61.0676	71.9125	97.1286	68.3501	57.8021
ENSMUSG00000047844	Bex4	0.109596	0.149677	5.41319	27.1757	67.0374	240.109	89.1054
ENSMUSG00000047854	Stx19	0	0.00753117	0.00955057	0	0	0.00895132	0.0579266
ENSMUSG00000047861	Foxi1	0	0	0	0	0	0	0
ENSMUSG00000047866	Lonp2	38.3435	38.9623	25.117	26.5027	30.7767	19.742	18.8282
ENSMUSG00000047867	Gimap6	0.291405	0.153858	0.0355747	0.140834	0.127262	0.016604	0
ENSMUSG00000047868	Olfr770	0	0	0	0	0	0	0
ENSMUSG00000047875	Gpr157	0.651585	0.879079	0.16527	0.202274	0.208213	0.130011	0.232823
ENSMUSG00000047878	A4galt	1.52208	4.53186	8.51736	13.6136	18.311	6.17685	18.4026
ENSMUSG00000047879	Usp14	56.3216	47.8971	46.7604	44.9086	38.8196	66.434	62.3134
ENSMUSG00000047880	Cxcr5	0.019813	0.0162832	0.0103242	0.0182177	0.0212086	0.0193515	0.0125238
ENSMUSG00000047881	Rell1	10.3259	11.8344	11.6106	13.2286	15.8957	9.92845	20.7569
ENSMUSG00000047884	Klk9	0.0185924	0.0305308	0.0193631	0	0	0.0181175	0.0234868
ENSMUSG00000047888	Tnrc6b	2.01189	1.95393	3.5835	2.69881	1.8315	0.698313	2.02793
ENSMUSG00000047889	Serpinb6d	0	0	0	0	0	0	0.0237054
ENSMUSG00000047894	Ang2	0.276101	0.149951	0	0	0	0.0880148	0.115525
ENSMUSG00000047897	Ripply2	0	0	0	0	0	0	0.093051
ENSMUSG00000047898	Ccr4	0.0092507	0.0152064	0	0.0255196	0.00990381	0.253031	0.198834
ENSMUSG00000047904	Sstr2	0.521324	0.13802	0.02559	0.0112874	0	0.212704	0.107325
ENSMUSG00000047905	Gm8566	285.072	278.54	414.605	401.716	647.018	1032.04	763.45
ENSMUSG00000047907	Tshz2	0.011708	0.0949994	1.26624	1.12265	0.299607	0.0502586	0.111915
ENSMUSG00000047909	Ankrd16	19.6033	20.5828	35.5822	37.0628	32.9855	15.9011	12.3282
ENSMUSG00000047910	Pcdhb16	1.39937	1.5642	0.900204	0.885951	0.681222	0.00927903	0
ENSMUSG00000047911	Npm2	0.0588286	0.192976	0.18363	0.188899	0.282124	0.34297	0.0742401
ENSMUSG00000047921	Trappc9	7.40488	7.84259	9.96132	10.1143	8.14154	3.08586	8.85817
ENSMUSG00000047935	Gm5607	0	0	0.0103029	0.0545447	0.0635351	0.0483189	0.131232
ENSMUSG00000047938	4930483J18Rik	0	0.0216046	0.0548179	0.031406	0.0364622	0.0664777	0.0664893
ENSMUSG00000047940	Stpg2	0	0	0	0	0	0	0
ENSMUSG00000047945	Marcksl1	66.9712	74.2483	98.1621	99.4724	113.057	200.021	271.485
ENSMUSG00000047953	Gp5	0.0358708	0.0491226	0.112137	0.0989247	0.166312	0.0583602	0.0302279
ENSMUSG00000047959	Kcna3	0	0	0	0	0	0	0
ENSMUSG00000047960	Olfr186	0	0	0	0	0	0	0
ENSMUSG00000047963	Stbd1	20.0137	19.0141	1.89191	1.97572	1.628	0.260569	0.26999
ENSMUSG00000047965	Rpl9-ps7	427.644	397.671	482.143	500.122	669.98	812.008	461.728
ENSMUSG00000047969	Olfr1093	0	0	0	0	0	0	0
ENSMUSG00000047976	Kcna1	0	0.00903681	0.00286454	0	0.00589008	0	0
ENSMUSG00000047977	Synb	0	0	0.00649197	0.002864	0.00407681	0.00960006	0.00780789
ENSMUSG00000047980	9230110F15Rik	0	0	0	0	0	0	0
ENSMUSG00000047986	Palm3	0.658429	0.611695	0.376029	0.72287	0.69283	20.697	49.6114
ENSMUSG00000047988	4933428G20Rik	0.135356	0.0635004	0.141333	0.142084	0.061963	0	0.0371895
ENSMUSG00000047989	Ino80c	8.28774	8.26617	8.70959	6.96253	8.25669	13.4703	10.5371
ENSMUSG00000047990	C2cd4a	0	0	0.0213843	0.0377203	0	0	0
ENSMUSG00000047992	Fam69c	0	0	0	0.0112303	0.0997243	0	0.0154423
ENSMUSG00000047995	Cypt4	0	0	0	0	0	0	0
ENSMUSG00000047996	Prrg1	2.82136	3.63746	2.39078	1.81742	1.2183	0.212572	0.873671
ENSMUSG00000048000	Gigyf2	20.3711	20.3753	26.1425	25.7977	22.1841	19.7564	32.9335
ENSMUSG00000048001	Hes5	0	0	0.145105	0.23851	0.188015	0	0.172125
ENSMUSG00000048003	Catsper4	0	0.0149094	0	0	0	0.0353935	0
ENSMUSG00000048004	Tmem196	0.161764	0.0295779	0	0	0	0	0
ENSMUSG00000048007	Timm8a1	11.0572	9.00615	26.5648	25.3185	38.2395	62.2536	28.8288
ENSMUSG00000048012	Zfp473	0.194344	0.224968	0.613745	0.528568	0.796697	7.96259	8.50777
ENSMUSG00000048013	Krt35	0	0	0	0	0	0	0
ENSMUSG00000048015	Neurod4	0	0	0	0.0140246	0	0.00745128	0.0385653
ENSMUSG00000048022	Tmem229a	0	0	0	0.0138629	0.0161477	0.0589459	0.0825898
ENSMUSG00000048027	Rgmb	6.09489	5.51809	5.92201	4.20316	3.42001	0.556898	1.71513
ENSMUSG00000048029	Eno4	0.0807806	0.0414923	0.0526192	0.0464219	0.0540419	0.404337	0.223403
ENSMUSG00000048031	Fcrl5	0	0	0	0	0	0	0.0188983
ENSMUSG00000048038	4932418E24Rik	0	0	0.00847166	0.00747431	0.00870314	0	0
ENSMUSG00000048039	Isg20l2	16.9618	15.1216	26.0562	26.0947	21.9205	37.2417	30.2307
ENSMUSG00000048040	Arxes2	32.8427	41.5248	18.3036	17.9011	20.8879	22.9017	11.6956
ENSMUSG00000048047	Zbtb33	5.21038	5.53275	6.9062	6.22735	4.1364	1.07557	2.16213
ENSMUSG00000048058	Ldlrad3	4.87986	3.84321	5.32033	5.44251	4.20441	4.09548	3.5584
ENSMUSG00000048062	Fpr-rs4	0	0	0	0	0	0	0
ENSMUSG00000048065	Cyb5r2	0.288429	0.23706	0.048488	0.0342225	0.0298827	0.649855	1.32929
ENSMUSG00000048067	Olfr1349	0	0	0	0	0	0	0.034717
ENSMUSG00000048070	Pirt	0	0	0	0	0.0578799	0.522327	0.599741
ENSMUSG00000048076	Arf1	219.723	221.055	182.266	179.869	172.868	145.899	150.423
ENSMUSG00000048077	H1fnt	0	0	0	0	0	0	0
ENSMUSG00000048078	Tenm4	0.496755	0.320702	5.24828	4.80273	2.95666	2.58799	3.56607
ENSMUSG00000048080	Olfr731	0.0299988	0	0	0	0	0	0
ENSMUSG00000048087	Gm4737	40.8379	38.1373	74.3886	62.1826	54.7885	106.983	172.077
ENSMUSG00000048096	Lmod1	20.6419	23.7178	5.09714	11.2241	3.76962	0.212848	0.348236
ENSMUSG00000048100	Taf13	15.0905	13.6774	18.159	19.1479	22.7685	25.8317	14.8243
ENSMUSG00000048101	Olfr19	0	0	0	0	0	0	0
ENSMUSG00000048106	4632415L05Rik	2.35868	2.90229	4.15627	3.17308	1.20042	0.469111	1.89466
ENSMUSG00000048107	Kctd12	6.95E-06	1.03E-05	4.26E-06	1.71E-15	2.11E-46	1.20E-17	0.202874
ENSMUSG00000048108	Tmem72	0.00708538	0	0	0	0.00758935	0	0
ENSMUSG00000048109	Rbm15	1.57695	1.74553	2.49832	2.02831	1.91458	3.73827	6.98919
ENSMUSG00000048118	Arid4a	3.5828	4.18716	4.26381	3.10185	1.63726	2.41273	6.34079
ENSMUSG00000048120	Entpd1	0.442579	0.603709	0.329247	0.349801	0.281	0	0
ENSMUSG00000048126	Col6a3	62.2681	63.8493	132.529	96.1226	120.039	2.32424	0.623896
ENSMUSG00000048138	Dmrt2	0	0	0	0.0102282	0.0119057	0.0543135	0.140639
ENSMUSG00000048142	Nat8l	0.102657	0.0625371	0.626434	0.517768	0.285291	0.223175	0.0721448
ENSMUSG00000048148	Nwd1	0.00967866	0.00265265	0.262877	0.237961	0.155664	0.00631295	0.0489818
ENSMUSG00000048149	Gm12663	26.6593	21.554	27.5833	27.5292	18.0292	14.3836	20.4783
ENSMUSG00000048153	Olfr49	0	0	0.0294255	0.0259465	0	0	0
ENSMUSG00000048154	Kmt2d	1.36226	1.24706	2.18098	2.07801	1.17443	1.00351	4.20368
ENSMUSG00000048155	H2bfm	0	0	0	0	0	0	0.209492
ENSMUSG00000048163	Selplg	0	0.0327023	0	0.0640282	0.0106485	0.116593	0.213805
ENSMUSG00000048164	Gm7204	85.0121	75.0999	91.4359	98.5437	147.41	275.571	137.893
ENSMUSG00000048170	Mcmbp	13.8772	13.6793	21.1341	16.6548	14.6421	22.9577	35.5698
ENSMUSG00000048173	Olfr1324	0	0	0	0	0	0	0
ENSMUSG00000048174	Tmem81	1.72957	1.82645	2.13958	1.77378	2.82314	3.82542	4.03931
ENSMUSG00000048175	Asb8	17.5422	18.3854	17.5697	19.5809	17.1871	12.5925	13.0849
ENSMUSG00000048185	Gm7075	0	0	0	0.266324	0	0	0.183669
ENSMUSG00000048186	Bend7	0.0226516	0	0	0.0165509	0	0.223159	0.725617
ENSMUSG00000048188	Gm8181	13.9824	15.3695	11.497	7.50921	2.49424	2.81687	11.1356
ENSMUSG00000048191	Muc6	0.00997669	0.0187559	0.0118907	0.0249195	0.0213933	0.0139466	0
ENSMUSG00000048197	Olfr1153	0	0	0	0	0	0	0
ENSMUSG00000048200	Efcab4a	3.24613	2.1705	2.12243	2.23189	1.09696	1.70457	5.60662
ENSMUSG00000048206	Dnajb8	0	0	0	0	0	0	0
ENSMUSG00000048215	A630023P12Rik	0	0	0	0	0	0.112468	0.129977
ENSMUSG00000048216	Gpr85	1.84395	1.31508	0.657692	0.626039	0.389827	0.296397	0.527745
ENSMUSG00000048217	Nags	0	0.012939	0.0328231	0	0	0.138275	0.139619
ENSMUSG00000048218	Amigo2	8.22747	4.01473	2.30739	2.18405	3.20499	0.385257	0.487273
ENSMUSG00000048222	Mfap1b	13.6626	14.1669	11.6878	12.5595	13.8658	18.9176	9.73497
ENSMUSG00000048226	Olfr1212	0	0	0	0	0	0	0
ENSMUSG00000048230	Fbxo43	0	0	0.0261024	0	0.020117	0.0489547	0.0870765
ENSMUSG00000048231	H2-M10.4	0	0	0	0	0	0.0286148	0
ENSMUSG00000048232	Fbxo10	5.4089	5.443	6.19302	5.81071	4.73321	0.709821	1.69231
ENSMUSG00000048234	Rnf149	19.7151	17.2134	14.1193	12.944	13.7006	9.34907	11.1182
ENSMUSG00000048236	Ovch2	0	0	0	0	0	0	0
