Gene ID	Symbol	MEF	Day1	Day2	Day3	Day4	Day5	Day6	Day7	Day8	IPS
ENSMUSG00000059227	Olfr494	0	0	0	0	0.0553952	0	0.0226061	0.0236947	0.00892825	0
ENSMUSG00000059229	Gm6802	0.864725	0.544869	0.906087	0.789787	1.16443	1.17446	1.9926	2.31165	5.36379	9.95586
ENSMUSG00000059230	Defb4	0	0	0	0.309286	0	0	0	0	0	0
ENSMUSG00000059237	Ppp1r2-ps4	4.07933	7.59054	6.8562	13.2822	14.1205	6.33637	6.55903	8.08217	10.3929	5.5683
ENSMUSG00000059244	Gm10062	0.0799869	0.0890491	0.23768	0.456886	0.204098	0.100965	0.209736	0.171479	0.623365	0.140487
ENSMUSG00000059246	Foxb1	0.0324044	0.0221298	0.0334475	0.0222829	0.0410995	0.163495	0.0424919	0.039897	0.1647	0.0887974
ENSMUSG00000059248	9-Sep	83.2196	72.7771	85.5732	72.0084	39.8156	62.555	33.3316	44.7247	54.5988	57.5855
ENSMUSG00000059251	Olfr345	0.0297916	0	0	0.0609737	0	0	0	0	0	0
ENSMUSG00000059252	Tpt1-ps5	25.8236	22.1849	21.227	26.5119	24.2083	17.9327	11.0414	17.3871	28.8784	22.7409
ENSMUSG00000059256	Gzmd	0.787626	1.40855	0.751099	0.0589006	0.0542526	0	0	0.0695952	0.0524693	0
ENSMUSG00000059263	Usp47	60.2443	50.0842	47.5235	43.0673	30.0896	25.2891	20.1603	18.7464	21.7395	13.8266
ENSMUSG00000059273	Zc3h4	10.0101	15.0647	14.3614	13.9236	15.7163	12.9933	13.46	17.885	11.9355	14.0955
ENSMUSG00000059277	R74862	2.44631	0.815903	1.51098	1.37703	0.93181	0.852085	0.611772	0.479863	1.07242	0.771685
ENSMUSG00000059278	Lsmd1	35.3718	48.6551	53.5093	43.5297	39.1606	44.0809	33.358	32.9578	31.4861	43.7044
ENSMUSG00000059279	Olfr224	0	0	0.0701539	0	0.082713	0.0832332	0.0509905	0	0	0
ENSMUSG00000059280	Vpreb2	0.0415579	0.131391	0	0.111995	0.128746	0.255687	0.991922	0.47579	0.568633	0.528365
ENSMUSG00000059288	Cdyl	7.89044	9.37174	9.92491	12.6958	16.9249	22.2482	18.3902	17.5132	17.3582	13.6893
ENSMUSG00000059291	Rpl11	585.89	778.447	923.481	851.734	911.838	824.196	985.121	675.956	480.969	930.37
ENSMUSG00000059301	Gm5434	0.0586095	0.340976	0.130204	0.0616884	0.0880967	0.21612	0.268614	0.0797441	0.187188	0.0635598
ENSMUSG00000059303	Olfr836	0	0	0	0	0	0	0.201405	0.281502	0.636553	0.111702
ENSMUSG00000059305	Vpreb1	0.100756	0.0323776	0.89811	0.351808	0.277799	0.970238	1.87044	0.835693	2.29181	2.0089
ENSMUSG00000059309	Hist1h3f	0.359858	0.929046	1.09392	2.08434	1.81539	1.6871	2.6361	3.28499	1.89686	1.66241
ENSMUSG00000059316	Slc27a4	7.74984	4.6226	3.02882	2.27574	5.4343	3.33164	2.91702	5.28077	3.35933	4.33497
ENSMUSG00000059319	Olfr295	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059323	Tonsl	2.37894	8.25972	5.9811	6.68012	8.65287	15.7528	13.7455	16.353	14.0741	17.2418
ENSMUSG00000059325	Hopx	1.02245	1.2459	2.53646	2.87598	6.82763	9.71092	8.17159	7.49372	7.87983	1.82413
ENSMUSG00000059326	Csf2ra	4.91555	3.2555	2.5797	2.44163	2.60083	3.62757	2.66477	5.37854	5.06873	3.23182
ENSMUSG00000059327	Eda	1.18665	6.23498	6.02673	4.54523	3.24902	3.1345	2.14458	1.44007	1.88208	2.81305
ENSMUSG00000059334	Zfp36l3	0	0	0	0	0	0	0.0365793	0.670989	0.785614	0.0205717
ENSMUSG00000059336	Slc14a1	0.742943	0.723737	0.450701	0.147949	0.126841	0.160357	0.116016	0.101847	0.0287168	0.0203842
ENSMUSG00000059343	Aldoart1	4.07858	2.53598	3.28189	4.74576	6.6262	4.50025	3.13218	4.03806	8.21103	8.53217
ENSMUSG00000059352	Gm10064	0	0	0.300761	0.194067	0	0.0884666	0	0.237006	0.119756	0.366751
ENSMUSG00000059355	BC056474	36.913	47.2976	53.5876	44.0622	43.4754	46.2206	29.6305	33.8573	19.1648	18.6625
ENSMUSG00000059361	Nrsn2	0.0269679	0.0291379	0.0576928	0	0.0679964	0.170103	0.123593	0.13009	0.164664	0.138253
ENSMUSG00000059363	Fxn	4.41214	7.9236	6.33526	6.72065	7.36434	6.19108	5.14799	5.34936	5.41461	6.51705
ENSMUSG00000059366	Olfr959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059371	Olfr427	0	0	0	0	0	0	0.203197	0	0	0
ENSMUSG00000059375	Vmn1r33	0	0	0.0211193	0.0541646	0.0498936	0	0	0	0	0
ENSMUSG00000059379	Olfr1014	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059382	Tas2r120	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059383	Gfral	0	0	0.0224664	0	0	0.0795025	0	0.0293036	0	0
ENSMUSG00000059395	Nkapl	0.701164	0.378792	0.230771	0.369004	0.407979	0.56134	0.247185	1.12744	0.691591	0.95049
ENSMUSG00000059397	Olfr54	0	0	0	0	0	0	0	0.0715341	0	0
ENSMUSG00000059401	Mamld1	2.07955	1.19147	0.805109	0.240653	0.0500001	0.057293	0	0.0287416	0.0517331	0.0360988
ENSMUSG00000059406	Tmprss9	0	0	0.0339364	0.0144516	0.0399565	0.013346	0.071916	0.0506665	0.0258449	0.0135191
ENSMUSG00000059408	Mrgprh	0.0636805	0	0	0.0290716	0	0	0.0485234	0.102292	0.0259631	0
ENSMUSG00000059409	Ppp2r5d	30.845	40.9966	56.9977	52.9674	44.7589	49.376	37.4542	32.16	36.4927	35.2292
ENSMUSG00000059410	Tas2r125	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059411	Olfr434	0	0.00696457	0	0	0	0	0	0.0625098	0	0
ENSMUSG00000059412	Fxyd2	1.59823	1.39635	0.845537	0.296049	0.54509	0.633961	0.339468	3.53295	1.66462	1.29858
ENSMUSG00000059422	Gm8116	8.27865	39.2104	46.4903	68.8638	46.3044	38.8517	26.6956	26.3005	37.9679	31.4046
ENSMUSG00000059423	Zfp933	3.642	4.45339	4.24163	4.24143	5.85097	4.44318	3.47209	4.47897	4.10773	3.46455
ENSMUSG00000059429	Olfr365	0	0	0	0	0	0	0	0.0718069	0.0811551	0
ENSMUSG00000059430	Actg2	875.055	206.877	169.076	91.5417	31.6295	5.87119	1.19188	2.9024	2.95146	1.02642
ENSMUSG00000059434	Gckr	0	0	0.0202743	0.15551	0.0238832	0.119575	0.172809	0.394877	0.277839	0.0242617
ENSMUSG00000059436	Max	34.0901	54.5127	38.8078	33.5082	44.3568	36.9249	32.7269	41.4735	56.8492	43.4822
ENSMUSG00000059439	Bcas3	11.9125	6.75741	12.9907	8.09637	5.2604	10.7722	13.8667	16.3558	22.698	17.1659
ENSMUSG00000059447	Hadhb	19.5925	30.3686	28.7833	26.1228	23.2567	15.8592	10.4397	13.7634	14.8109	19.4899
ENSMUSG00000059448	Olfr156	0	0	0	0	0	0	0.0852458	0	0	0
ENSMUSG00000059455	Plac8l1	0	0	0	0	0	0	0	0	0	0.146304
ENSMUSG00000059456	Ptk2b	7.4592	4.72989	11.4971	10.2804	4.06906	6.88751	6.42033	6.47285	8.32496	4.93357
ENSMUSG00000059459	Gm10065	0.906741	0.245098	0.213082	0.668973	0.325437	0.429577	0.286234	0.460925	0.941661	0.354101
ENSMUSG00000059460	Olfr286	0	0	0	0	0	0.0538894	0.0329861	0.0230564	0.0521542	0
ENSMUSG00000059461	Gm7331	76.3665	101.016	119.203	115.303	143.778	114.028	122.474	107.279	86.9257	112.411
ENSMUSG00000059463	Spag11b	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059473	Olfr979	0	0	0	0	0	0	0	0	0.0955844	0
ENSMUSG00000059474	Mbtd1	14.5977	24.8386	39.0087	42.3092	35.9157	42.2383	62.4777	57.1155	54.8633	46.3945
ENSMUSG00000059475	Zfp426	7.08787	5.64534	5.82602	6.56586	9.21575	5.55701	5.40075	6.35956	6.87406	4.22615
ENSMUSG00000059479	B3gnt8	0.504678	0.200916	0.22732	0.109042	0.100467	0.100536	0.243423	0.085415	0.194645	0.272354
ENSMUSG00000059481	Plg	0.0135298	0	0.014519	0	0	0	0	0	0.016584	0.0173598
ENSMUSG00000059482	2610301B20Rik	7.22455	5.2109	9.19391	8.77176	5.38993	6.48913	4.76785	5.25957	5.36398	4.71824
ENSMUSG00000059483	Gm5528	3.65757	4.81653	7.28043	6.95899	5.16831	6.33481	3.89027	4.16286	6.6054	6.56817
ENSMUSG00000059486	Kbtbd2	11.4292	18.1821	11.8134	11.9909	18.8611	9.40684	9.12847	11.9854	15.3174	10.5825
ENSMUSG00000059488	Olfr727	0	0	0.0423473	0	0	0	0	0	0	0
ENSMUSG00000059493	Nhs	2.53497	0.988143	1.11739	0.503558	0.0725001	0.0424256	0.0508293	0.191221	0.284638	0.43105
ENSMUSG00000059495	Arhgef12	16.201	16.0311	18.2991	16.3269	12.2034	10.4306	9.85787	11.1985	9.87428	7.29987
ENSMUSG00000059498	Fcgr3	13.7149	11.5664	6.98379	2.45175	1.20811	1.47634	1.95529	1.79956	1.56335	0.308566
ENSMUSG00000059503	Olfr248	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059504	Olfr314	0	0.0386347	0	0	0	0	0	0	0.0436601	0
ENSMUSG00000059511	Gm20563	1.19565	0.8137	0.450691	0.876062	0.321931	0.635447	1.21453	0.368632	2.56384	1.56007
ENSMUSG00000059518	Znhit1	31.1576	30.6804	28.5952	27.3505	36.7998	29.8906	23.3627	16.9589	18.9962	31.1593
ENSMUSG00000059534	Uqcr10	39.3005	79.8745	78.9621	89.7479	96.126	95.2499	73.0627	66.7612	116.185	100.102
ENSMUSG00000059540	Tcea2	4.32693	7.4467	17.5678	16.9296	5.97099	8.69362	3.99728	2.90489	3.37992	2.56667
ENSMUSG00000059547	Fbxw26	0.573611	0	0.045069	0.011525	0	0.0265799	0.0480857	0.0675825	0.0514648	0
ENSMUSG00000059552	Trp53	43.0096	91.0615	57.899	54.8516	71.078	74.9426	83.261	94.8545	102.251	117.623
ENSMUSG00000059554	Ccdc28a	4.53173	2.21202	3.75215	3.87649	1.67988	3.13088	3.92012	4.55181	5.84903	4.05236
ENSMUSG00000059555	Tor4a	5.78021	2.70979	2.74281	1.5999	0.799011	2.6031	1.91267	2.31218	1.55962	2.03987
ENSMUSG00000059562	Ccdc154	0.114921	0	0.0477933	0.131203	0.0483596	0.0395599	0.0874899	0	0.0574707	0
ENSMUSG00000059565	Gm5292	6.86782	8.58094	7.59105	10.1485	9.43692	7.21748	3.02963	6.30041	13.3186	7.48967
ENSMUSG00000059571	Gm16218	0.0563648	0.373616	0.229226	0.792163	0.207974	0.178567	0.820177	0	0.597593	0.257093
ENSMUSG00000059585	Ube2nl	3.18555	4.77766	2.97492	3.80554	3.29062	3.13108	3.21476	2.5463	3.96968	4.47257
ENSMUSG00000059586	Nsmce2	43.5008	37.0132	44.5983	48.5302	61.4152	58.9567	57.9786	71.284	63.1517	60.9912
ENSMUSG00000059588	Calcrl	5.49241	3.24897	2.0387	0.312816	0.234062	0.331928	0.109924	0.268218	0.163739	0.340717
ENSMUSG00000059595	Olfr935	0	0	0	0	0	0	0	0	0.0823868	0
ENSMUSG00000059602	Syn3	0.522727	0.143766	0.244749	0.618801	0.534251	0.434625	0.465148	0.373894	0.572855	0.339782
ENSMUSG00000059606	Ear5	0	0	0	0.0784216	0	0	0	0	0.069743	0
ENSMUSG00000059610	Olfr222	0	0.0392667	0.0777623	0.0497743	0.229259	0.229229	0.586714	1.17357	1.0206	1.30636
ENSMUSG00000059623	Olfr39	0.0741642	0	0	0	0	0.0933135	0.0853367	0.119467	0.316108	0
ENSMUSG00000059625	Sohlh1	0	0.0666725	0	0.0422337	0	0.3503	0.0708891	0	0.0376756	0
ENSMUSG00000059626	Rhox3e	0	0	0	0	0	0	0	0	0.0470674	0
ENSMUSG00000059631	1500035N22Rik	0	0	0	0	0.0616591	0	0.113574	0.237789	0.119195	0.0628147
ENSMUSG00000059632	Krtap8-1	0	0	0	0	0	0	0.191233	0	0.196201	0
ENSMUSG00000059639	Clec4a4	0.196136	0.200319	0.327405	0.0763239	0	0	0	0	0	0.023883
ENSMUSG00000059645	Gm7361	0.257564	0.164836	0.255461	0.121217	0.036983	0.129312	0.0959413	0.107636	0.0867483	0.0119242
ENSMUSG00000059647	Gm10068	16.8602	31.7024	25.5217	31.008	30.2298	29.6079	20.9344	22.4563	27.6876	28.8901
ENSMUSG00000059648	Rnase11	0	0	0.066046	0	0	0	0	0	0.0753061	0
ENSMUSG00000059654	Reg1	0	0.0607612	0	0	0.0710671	0.0709388	0	0	0	0
ENSMUSG00000059657	Stfa2l1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059658	Gm16379	4.64172	7.21999	4.87084	12.1036	10.3552	6.62181	2.04327	2.9633	9.74924	8.06029
ENSMUSG00000059659	Gm10069	0.335611	0.353604	0.462861	0.580597	0.588352	2.06143	3.06672	2.04897	3.02771	4.16561
ENSMUSG00000059663	4930524N10Rik	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059668	Krt4	18.9771	0	0	0.0738817	0.0299262	0.0749223	0.0405722	0.0095113	0	0.00455956
ENSMUSG00000059669	Taf1b	11.1196	20.3654	27.9148	26.6997	27.1969	32.6537	33.0974	31.6533	20.7374	16.9923
ENSMUSG00000059674	Cdh24	0.861292	0.266803	0.396099	0.149972	0.414627	0.363442	0.43614	0.372831	1.0054	0.602893
ENSMUSG00000059687	Olfr108	0.0131922	0	0	0	0	0	0.0303913	0	0	0
ENSMUSG00000059689	Zfp637	11.433	9.46526	8.62171	8.50543	4.18403	5.3156	3.24451	2.72593	2.73502	2.51177
ENSMUSG00000059690	1700020N15Rik	0	0.247383	0	0	0.0580362	0.288806	0.43908	0	0.223454	0.593686
ENSMUSG00000059695	1700019M22Rik	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059706	A830035A12Rik	2.77E-41	0.0530411	0.0525334	0.0673203	0.0620011	0	0.114223	0.0797106	0	0.126329
ENSMUSG00000059708	Akap17b	2.08912	3.18617	4.01455	3.98082	1.02979	4.25732	5.9918	4.04727	4.50134	5.89342
ENSMUSG00000059713	Rcan3	3.70405	2.8316	6.78582	6.21404	1.7175	6.11308	3.99347	5.3872	6.79975	4.13988
ENSMUSG00000059714	Flot1	50.6514	8.58932	25.8265	21.7973	8.38378	13.542	17.6173	16.9975	19.869	18.0696
ENSMUSG00000059729	Olfr1385	0	0	0.0479588	0.061437	0	0	0.103976	0.072638	0.0547169	0
ENSMUSG00000059731	Olfr837	0	0	0	0	0.110517	0	0.101469	0.354528	0.106875	0
ENSMUSG00000059734	Ndufs8	26.9633	24.9196	28.4536	29.0733	34.275	33.437	30.9065	26.1304	21.4859	27.9295
ENSMUSG00000059741	Myl3	0.577558	0.11696	0.0943766	0.231781	0	0.106213	0.705884	0.483758	2.0486	0.340144
ENSMUSG00000059742	Kcnh7	0.336657	0.40926	0.459469	0.62201	0.834943	0.824058	0.629126	0.748542	0.490216	0.302843
ENSMUSG00000059743	Fdps	78.5849	24.7192	28.4369	42.1988	116.653	91.4544	57.315	52.5229	32.3543	89.3336
ENSMUSG00000059751	Rps3a3	219.867	226.03	261.999	244.318	261.001	202.389	222.321	200.23	170.53	211.08
ENSMUSG00000059762	Olfr767	0.0751111	0	0	0	0	0	0	0	0	0.0480907
ENSMUSG00000059763	Taar2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059768	Olfr682-ps1	0	0	0	0	0.0589753	0	0	0	0	0.0300342
ENSMUSG00000059772	Slx1b	2.07233	3.81613	5.72566	4.48844	3.75353	6.51982	4.97193	5.11283	4.02254	7.14185
ENSMUSG00000059775	Rps26-ps1	214.825	273.16	345.49	351.228	378.119	334.948	357.442	303.697	457.538	359.606
ENSMUSG00000059776	Gm10071	44.165	55.4691	62.5853	61.3795	62.8765	50.6984	46.9508	43.1863	55.9878	62.8637
ENSMUSG00000059791	Nrm	6.87298	16.261	23.6287	17.5652	11.1769	17.46	19.363	16.2116	21.164	19.2843
ENSMUSG00000059796	Eif4a1	306.957	607.994	466.734	469.109	784.336	590.598	488.633	582.747	670.814	692.511
ENSMUSG00000059810	Rgs3	9.62729	2.18617	4.03058	2.12032	0.736071	2.69949	5.30169	6.01657	7.77733	7.05876
ENSMUSG00000059811	Atl2	18.3127	26.6951	25.1289	30.4451	36.9443	34.8055	31.6365	33.824	33.4012	30.3604
ENSMUSG00000059816	Fam159a	0.0789854	0	0.250348	0.214372	0.493326	0.589848	0.55513	0.384553	1.99696	3.02389
ENSMUSG00000059820	AU019823	16.3876	25.017	21.0597	24.3451	45.2721	29.3333	34.4016	41.5952	36.2666	19.411
ENSMUSG00000059821	Olfr847	0.0445184	0	0	0	0	0	0	0	0	0
ENSMUSG00000059824	Dbp	2.88909	1.14163	4.46569	4.37964	0.580673	1.44553	0.699071	1.76207	2.18751	1.10761
ENSMUSG00000059827	Gm5670	0.0173162	0.0362198	0.179816	0.0464417	0.0213431	0.0190376	0	0.27745	0	0.197642
ENSMUSG00000059830	Gm16380	3.43927	3.55593	5.06328	7.0022	3.43065	3.89646	4.37565	3.46664	4.21638	6.64905
ENSMUSG00000059832	Kprp	0.027332	0	0.0146647	0	0	0	0	0	0	0
ENSMUSG00000059834	Sclt1	5.62075	5.69533	10.8675	13.431	5.07723	7.11446	5.07437	5.39052	5.85985	2.73014
ENSMUSG00000059835	Rpl13-ps3	30.5985	34.7833	42.2267	45.5229	41.8031	34.5161	24.6499	25.8235	43.2674	44.7256
ENSMUSG00000059839	Zfp874b	1.55639	1.63957	3.03977	3.6429	1.19184	2.49994	2.39903	2.63402	3.93158	3.21538
ENSMUSG00000059842	Zfp341	1.00045	1.70124	2.85656	3.11482	1.58525	3.20481	1.90286	1.4277	1.5241	2.23765
ENSMUSG00000059845	Gm11567	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059851	Suv420h2	11.412	9.05718	35.3646	43.5118	17.9405	59.358	32.9957	25.2295	55.0816	42.9721
ENSMUSG00000059852	Kcng2	0.0264711	0	0.0994296	0.0544507	0.0334536	0.0335141	0.0603089	0.0212306	0.0486739	0.0339654
ENSMUSG00000059854	Hydin	0.006772	0.0147281	0.0315763	0.0465148	0.0428752	0.106048	0.112625	0.173466	0.410782	0.718965
ENSMUSG00000059857	Ntng1	0.133578	0.323034	0.321109	0.12279	0.238815	0.0379923	0.274777	0.14581	0.0363786	0.202312
ENSMUSG00000059862	Olfr826	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059864	Olfr1393	0	0.0720941	0	0	0	0.168344	0.619026	0.108123	0.162919	0
ENSMUSG00000059866	Tnip2	10.6985	18.1714	26.6801	26.0746	9.00222	15.0676	9.28224	10.513	13.6569	8.75767
ENSMUSG00000059867	Olfr960	0	0.0412932	0	0.0261764	0.144677	0	0	0	0	0
ENSMUSG00000059873	Olfr1029	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059874	Olfr603	0	0	0	0	0	0.0279524	0	0	0	0
ENSMUSG00000059877	Dph3b-ps	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059878	Zfp422	13.5007	24.836	17.9837	20.6066	31.6643	18.0408	14.0407	13.4879	14.1049	12.2611
ENSMUSG00000059883	Irak4	5.97805	4.49813	4.28582	3.22305	1.65759	2.788	2.0196	2.25228	2.84182	2.3267
ENSMUSG00000059887	Olfr1507	0	0	0	0.0331211	0	0	0.0553777	0	0	0
ENSMUSG00000059890	Ube4a	21.196	21.4349	13.9114	12.315	15.1862	13.4313	10.1861	18.064	14.2432	13.5877
ENSMUSG00000059891	Tsks	0.0425205	0.0230103	0.136655	0.17473	0.32202	0.659136	0.486115	0.136621	0.572215	1.57573
ENSMUSG00000059895	Ptp4a3	10.3657	25.019	47.8821	47.1594	33.4309	40.3857	23.9195	14.1075	13.7179	4.74282
ENSMUSG00000059897	Zfp930	3.1557	10.969	10.5229	12.1679	12.8909	9.47454	8.43676	6.97294	11.0859	12.2597
ENSMUSG00000059898	Dsc3	0.143684	0.156059	0.0661874	0.0939236	0.0865675	0.0867708	0.0155466	0.142516	0.0336087	0
ENSMUSG00000059900	Tmem40	0.985405	0.048321	0.066993	0.0642884	0.43804	0.591998	2.7226	1.74901	5.59645	9.48179
ENSMUSG00000059901	Adamts14	5.07189	1.52074	2.72619	0.873017	0.118579	0.896921	0.527886	0.663063	1.96965	2.60963
ENSMUSG00000059908	Mug1	0.0143026	0.0258721	0.0102416	0.00536995	0.0180866	0.0300605	0	0.0483243	0.0351012	0.00611863
ENSMUSG00000059910	Olfr1265	0	0	0.0239794	0	0	0	0	0.072638	0.109434	0
ENSMUSG00000059912	Rpl21-ps6	7.09656	9.51492	14.5304	15.0864	12.5757	10.1542	10.6288	7.6992	12.6447	12.7134
ENSMUSG00000059920	4930453N24Rik	19.0644	25.3506	12.2108	9.71035	30.9883	16.4487	16.9551	25.3301	21.8128	29.0912
ENSMUSG00000059921	Unc5c	9.83046	1.17118	0.918028	0.202172	0.172314	0.106777	0.0846894	0.145771	0.235149	0.056519
ENSMUSG00000059923	Grb2	37.9314	29.665	26.2659	23.1015	25.5912	22.6069	30.5579	32.8637	39.35	39.7062
ENSMUSG00000059934	Prh1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059939	9430015G10Rik	8.80747	22.1346	35.4174	32.2788	22.6288	37.1528	28.2831	26.421	34.1707	33.3463
ENSMUSG00000059956	Serpinb12	0	0.0341059	0	0	0	0	0	0	0.07709	0
ENSMUSG00000059964	Olfr119	0	0	0	0.0147724	0	0	0	0.0521748	0	0
ENSMUSG00000059970	Hspa2	7.03313	5.20551	5.96573	9.53174	5.51834	4.05669	4.54253	4.48529	3.20653	3.72622
ENSMUSG00000059972	Gm14773	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059974	Ntm	1.02613	0.441378	0.54109	0.663298	0.417409	0.869462	1.46884	1.0193	1.16923	0.715603
ENSMUSG00000059975	Zfp74	3.75463	5.63045	6.08956	7.36993	4.439	6.66734	7.77936	7.13125	9.90506	6.15555
ENSMUSG00000059981	Taok2	20.1771	18.9687	21.8939	22.1187	23.7739	27.4527	28.0831	28.5379	25.0741	24.2963
ENSMUSG00000059990	Olfr996	0.0765777	0	0	0	0	0	0	0	0.0932247	0
ENSMUSG00000059991	Nptx2	1.74662	0.636367	0.456642	0.321967	0.853039	0.947358	1.13763	1.60137	1.90641	8.85039
ENSMUSG00000059994	Fcrl1	0.0769002	0.0671372	0.0221507	0.0283217	0	0	0	0.0664261	0.023522	0.0739727
ENSMUSG00000059995	Atxn7l3	15.663	10.6834	8.66467	8.94809	13.1534	12.2091	11.3059	17.3224	15.4716	16.6112
ENSMUSG00000059996	Olfr484	0	0	0	0.050658	0.0466654	0.0933135	0	0.0199112	0.097843	0
ENSMUSG00000060002	Chpt1	25.1619	63.2504	39.1788	36.6294	60.0615	44.6511	28.7302	26.3486	24.5214	42.5427
ENSMUSG00000060012	Kif13b	3.63528	3.3726	5.86153	6.5179	5.75374	9.85304	15.7828	15.5866	15.4435	9.09335
ENSMUSG00000060017	Olfr121	0	0	0	0.0293571	0	0	0	0	0	0
ENSMUSG00000060019	Gm10073	478.579	494.212	730.88	497.92	725.385	880.246	1039.16	613.369	417.236	658.004
ENSMUSG00000060024	Vmn1r213	0	0	0.00498033	0	0	0	0	0.00469481	0.102316	0.0028007
ENSMUSG00000060029	4930473A02Rik	2.37576	2.05634	3.05307	2.72017	1.62477	2.5028	1.86544	1.17176	0.959551	0.931302
ENSMUSG00000060030	Olfr317	0	0	0.0767416	0	0	0	0.0826897	0.0868452	0.131377	0
ENSMUSG00000060032	H2afj	8.46439	15.1625	19.4526	16.076	20.4983	22.0166	12.8647	11.7201	14.7311	13.1219
ENSMUSG00000060034	Ctf2	0.937744	2.61495	1.93626	2.07543	2.72654	2.2683	1.89465	2.02603	1.78458	1.89936
ENSMUSG00000060036	Rpl3	604.557	743.733	1123.95	1139.49	985.808	982.21	1094.39	868.312	744.53	1012.78
ENSMUSG00000060038	Dhps	13.4067	16.7633	17.7187	17.2897	25.6479	24.0058	23.0441	20.4632	21.5924	23.0156
ENSMUSG00000060044	Tmem26	0.712302	0.132837	0.239716	0.0592571	0	0.0364949	0.0163508	0.0461153	0.106015	0
ENSMUSG00000060049	Olfr235	0	0	0.040368	0	0	0	0	0.0203194	0.0153562	0.0161501
ENSMUSG00000060057	Olfr193	0	0	0	0.111956	0.0171875	0	0	0	0.049878	0.0262444
ENSMUSG00000060063	Alox5ap	10.1011	9.82869	6.01107	3.21464	5.16007	2.73724	0	0.0807359	0.121361	1.40727
ENSMUSG00000060068	Gm12222	2.39758	0.910816	1.66327	1.17965	1.08309	2.31723	2.24219	1.75132	1.38164	2.63431
ENSMUSG00000060070	Defa26	0.0379625	0	0	0.0348313	0	0	0	0.0213423	0	0
ENSMUSG00000060073	Psma3	152.424	214.985	169.091	183.046	189.817	177.819	150.931	180.843	259.404	230.374
ENSMUSG00000060081	Hist1h2aa	1.17897	5.19468	4.57846	4.72016	5.99056	7.27196	6.76077	10.9836	3.50073	6.02199
ENSMUSG00000060084	Olfr748	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060087	Gm10074	4.4853	5.74096	4.85668	8.65499	9.40113	8.68626	1.66156	6.41078	11.6265	11.7274
ENSMUSG00000060090	Rp2h	6.25734	6.01339	4.84371	3.64393	3.14758	4.4066	5.12784	10.8488	9.29135	8.3022
ENSMUSG00000060093	Hist1h4a	1.98266	3.94068	5.86227	7.32519	11.8032	15.0176	37.4636	20.7422	10.3182	12.6192
ENSMUSG00000060096	Amd-ps3	5.18322	15.4446	8.04227	11.252	14.872	10.4841	5.94045	9.48618	13.3332	12.0063
ENSMUSG00000060098	Prmt7	9.88433	20.0941	36.5971	38.4174	24.7454	33.6804	27.8241	24.0667	40.815	28.2964
ENSMUSG00000060105	Olfr504	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060112	Olfr60	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060114	Olfr912	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060121	Gemin2	5.99308	14.1549	15.4203	18.8143	14.5695	22.8566	16.6652	15.7765	20.5884	18.4196
ENSMUSG00000060126	Tpt1	2831.55	2335.15	2433.13	2745.72	2969.66	2325.04	2693.26	2221.59	1790.34	2509.01
ENSMUSG00000060128	Gm10075	63.5692	116.791	126.507	133.19	146.401	156.68	155.717	106.917	88.1115	114.65
ENSMUSG00000060131	Atp8b4	1.05845	0.540526	0.284333	0.0480483	0.0281817	0.0738841	0.0144563	0.101809	0.134167	0.0462953
ENSMUSG00000060143	Gm10076	807.898	1075.04	1155.99	815.055	1130.44	1061.67	642.025	789.742	883.49	865.214
ENSMUSG00000060147	Serpinb6a	112.616	57.6055	47.5564	30.1069	36.6482	43.3969	39.3358	55.2578	45.8244	41.6607
ENSMUSG00000060149	BC002059	3.49008	6.31482	7.80769	8.85444	10.1404	6.60013	6.77407	6.61324	17.4461	17.2122
ENSMUSG00000060152	Pop5	14.905	56.1633	54.4883	63.2837	60.499	64.3445	54.7203	35.7606	47.4114	56.0712
ENSMUSG00000060161	Klk1b7-ps	0	0.123395	0	0	0	0.144068	0.317797	0	0.55144	0
ENSMUSG00000060166	Zdhhc8	10.4901	7.21827	8.56557	6.40395	3.40991	5.12898	3.12682	2.82757	3.31402	4.77036
