Gene ID	Symbol	MEF	Day2	Day4	Day6	Day8	IPS
ENSMUSG00000041616	Nppa	0.109434	0	0	0	0	0
ENSMUSG00000041617	Ccdc74a	3.95466	4.6386	0.834734	2.75399	2.97449	2.04756
ENSMUSG00000041620	Mmp1b	0	0	0	0.085939	0.239098	0
ENSMUSG00000041623	D11Wsu47e	6.33068	6.7625	8.30176	7.81615	7.00131	17.759
ENSMUSG00000041624	Gucy1a2	0.0868576	0.0305903	0.211669	0.0637279	0.0886575	0.147178
ENSMUSG00000041625	Ggact	11.3045	12.1232	15.4266	12.4953	19.4609	11.8896
ENSMUSG00000041629	Fam104a	18.0633	21.7576	18.7425	20.9161	18.8562	28.5986
ENSMUSG00000041632	Mrps27	7.86169	10.3339	8.01641	7.46449	6.89487	39.25
ENSMUSG00000041633	Kctd12b	1.31035	1.89105	2.92025	1.80559	1.63109	0.113713
ENSMUSG00000041638	Gcn1l1	10.6559	12.0483	12.8115	13.636	12.3149	21.0159
ENSMUSG00000041642	Kif21b	3.63905	3.15098	2.59666	0.616829	0.706697	3.76258
ENSMUSG00000041644	Slc5a12	0	0	0	0	0.180376	0
ENSMUSG00000041645	Ddx24	49.1547	45.616	42.4128	52.8492	42.7838	46.4128
ENSMUSG00000041649	Klf8	0.191961	0.431885	0.572842	0.179257	0.178126	8.88268
ENSMUSG00000041650	Pcca	13.385	15.619	12.5611	10.6972	19.1189	18.6216
ENSMUSG00000041653	Pnpla3	0.165369	0.174731	0.0345408	0.0242667	0.101278	0.722953
ENSMUSG00000041654	Slc39a11	12.8517	19.085	19.2803	19.4017	12.0437	7.44287
ENSMUSG00000041658	Rragb	0.762371	1.18236	0.522297	0.760481	1.61843	8.15462
ENSMUSG00000041660	Bbox1	0	0	0	0	0.0782536	0
ENSMUSG00000041669	Prima1	0	0.108722	0	0	0	0.208875
ENSMUSG00000041670	Rims1	0.177775	0.0259375	0	0.0187086	0	0.176275
ENSMUSG00000041671	Pyroxd1	7.07058	6.12443	5.11202	5.16492	6.52045	5.90468
ENSMUSG00000041673	Lrrc18	0.18759	0.0324537	0.169848	0.0450616	0.265363	0
ENSMUSG00000041674	BC006965	0.577675	0.11943	0	0.225935	0	0
ENSMUSG00000041679	Lrrc29	0.510396	0.494628	0.532663	0.374539	0.347354	0.605428
ENSMUSG00000041681	Iapp	0	0	0	0	0	0
ENSMUSG00000041684	Bivm	6.31345	6.90192	7.23258	9.32886	4.3169	7.34286
ENSMUSG00000041685	Fcho2	10.1163	8.60619	7.24383	5.86126	5.02963	4.18996
ENSMUSG00000041688	Amot	3.89896	5.24162	6.53699	4.02461	4.77097	0.181731
ENSMUSG00000041695	Kcnj2	3.44519	1.67205	2.23794	3.43199	4.08838	0.0711926
ENSMUSG00000041696	Rasl12	5.81878	5.63646	4.24221	3.52188	3.77921	0.167119
ENSMUSG00000041697	Cox6a1	334.603	426.242	495.828	557.676	503.934	993.535
ENSMUSG00000041698	Slco1a1	0	0	0	0	0	0
ENSMUSG00000041700	Lhfpl1	0.0449234	0.284975	0.656325	1.18678	0.0917197	0.0456755
ENSMUSG00000041702	Btbd7	6.57466	6.436	6.24866	3.49638	2.85263	1.54816
ENSMUSG00000041703	Zic5	0.610957	0.974727	0.486976	1.00992	0.257006	5.48758
ENSMUSG00000041707	1810011H11Rik	1.72358	0.850628	1.97786	1.77087	0.703842	0
ENSMUSG00000041708	Mpped1	0	0	0	0	0	0.124222
ENSMUSG00000041710	Trpc5	0	0	0	0.0272169	0	0
ENSMUSG00000041712	Ubr7	9.03913	10.2486	11.5491	8.41853	6.7964	49.5292
ENSMUSG00000041716	Gm20604	3.21383	4.90566	5.774	4.60498	4.07314	8.87258
ENSMUSG00000041717	Golt1a	0	0	0	0	0	0
ENSMUSG00000041718	Alg13	2.39649	4.19336	5.42643	3.30485	3.88669	59.517
ENSMUSG00000041720	Pi4ka	14.6175	21.145	21.1586	27.0108	30.6501	38.8645
ENSMUSG00000041722	Khdc1c	0	0	0	0	0	0.0213264
ENSMUSG00000041729	Coro2b	1.26698	1.83376	1.51629	0.789559	0.702986	10.9313
ENSMUSG00000041730	Prrxl1	0	0	0	0	0	0
ENSMUSG00000041731	Pgm5	13.4893	19.8972	5.84672	5.05442	4.73179	0.0245462
ENSMUSG00000041733	Coq5	11.7249	11.8047	10.5515	10.5645	9.89324	16.7462
ENSMUSG00000041734	Kirrel	19.6666	24.43	18.9003	13.2685	15.0002	3.33331
ENSMUSG00000041735	Gm13178	0	0.0752366	0	0	0	0
ENSMUSG00000041736	Tspo	291.248	213.032	193.429	167.184	145.528	29.8668
ENSMUSG00000041737	Tmem45b	0.106656	0.281961	0	0	0	0.216887
ENSMUSG00000041740	Rnf10	63.9232	74.0123	72.294	63.1016	61.2814	126.364
ENSMUSG00000041741	Pde3a	1.83299	2.42105	1.12938	0.726247	0.5613	0
ENSMUSG00000041747	Utp15	5.04422	4.86921	4.33688	4.14631	3.60032	18.7014
ENSMUSG00000041748	Ackr4	0	2.64604e-180	0	0	9.08536e-241	0
ENSMUSG00000041750	Cd1d2	0.244666	0.184868	0.729007	0.256526	0.285476	0.106617
ENSMUSG00000041754	Trem3	0.0918099	0.194331	0.191377	0.134781	0	0
ENSMUSG00000041757	Plekha6	0.277426	0.304682	0.312067	0.454061	0.479208	0.195266
ENSMUSG00000041762	Gpr155	1.68949	0.670467	1.3883	1.77953	1.55833	0.260618
ENSMUSG00000041763	Tpp2	15.2927	15.7806	16.7411	14.4598	11.9059	15.7228
ENSMUSG00000041765	Ubac2	18.685	19.2362	23.1645	23.7328	20.6827	30.0986
ENSMUSG00000041769	Ppp2r2d	14.0373	17.248	16.3964	15.7997	15.6235	65.6426
ENSMUSG00000041771	Slc24a4	0	0	0	0.0612513	0	0
ENSMUSG00000041773	Enc1	8.71351	8.77973	11.1599	12.0985	10.7588	14.6608
ENSMUSG00000041774	Ydjc	3.09988	4.62398	4.35521	3.74032	3.23856	22.7621
ENSMUSG00000041775	Mapk1ip1	10.8452	10.9559	10.7647	9.32851	10.8066	16.9399
ENSMUSG00000041777	Cir1	7.75227	7.75594	4.52351	5.98876	7.04333	7.1838
ENSMUSG00000041779	Tram2	5.77626	6.16429	6.71583	5.31678	5.2408	2.46768
ENSMUSG00000041781	Cpsf2	9.34677	9.20043	9.21462	8.35363	6.53616	13.2834
ENSMUSG00000041782	Lad1	0.0262735	0.0555336	0.0274317	0.11567	0	4.8216
ENSMUSG00000041789	2700046A07Rik	0	0	0	0	0	0.121794
ENSMUSG00000041791	Capza3	0	0	0	0	0	0
ENSMUSG00000041794	Myrip	0	0	0	0.0228969	0	0.124072
ENSMUSG00000041797	Abca9	1.11657	1.80715	1.78659	1.40946	1.06695	0
ENSMUSG00000041798	Gck	1.8721	1.47002	1.39359	0.0677521	0	0.587293
ENSMUSG00000041801	Phlda3	92.8719	109.461	208.986	241.344	249.471	39.86
ENSMUSG00000041805	Pramel1	0	0	0	0	0	0.28746
ENSMUSG00000041809	Efhc1	3.89675	3.8923	3.56721	3.18556	1.46292	0.498465
ENSMUSG00000041815	Poldip3	28.3129	26.7533	23.3013	23.4022	24.8175	56.6326
ENSMUSG00000041817	Fam169a	0.0679583	0.017926	0.088721	0.0747936	0.104038	13.9695
ENSMUSG00000041827	Oasl1	21.8659	4.5135	4.80644	6.0872	3.40049	0.352897
ENSMUSG00000041828	Abca8a	0.167898	0.0143257	0.0283232	0.0198965	0	0
ENSMUSG00000041831	Sytl3	0	0	0	0	0	0.21624
ENSMUSG00000041836	Ptpre	3.43879	2.87387	3.31926	3.04008	1.72625	0.0143286
ENSMUSG00000041837	Pdcd7	7.25312	7.15073	6.45114	6.99284	5.71068	17.4604
ENSMUSG00000041840	Haus1	8.79575	11.8997	11.9084	7.6543	5.55511	54.7229
ENSMUSG00000041841	Rpl37	30.7871	37.9667	26.3781	34.0197	34.3448	95.7296
ENSMUSG00000041842	Fhdc1	2.3656	2.1474	1.47336	1.11108	0.888779	0.288667
ENSMUSG00000041845	Rhod	14.1275	18.9654	22.6845	29.4348	32.6767	6.88421
ENSMUSG00000041846	Smek1	11.5777	10.6046	10.7375	9.05998	9.35176	22.6537
ENSMUSG00000041849	Card6	0.665462	0.913452	1.05161	0.530072	0.750369	0.386589
ENSMUSG00000041852	Tcf20	5.79609	5.3137	4.68685	4.34342	4.35089	11.7083
ENSMUSG00000041857	Oosp1	0	0	0	0	0	0
ENSMUSG00000041859	Mcm3	6.07134	11.6246	19.0719	6.92337	3.5414	150.271
ENSMUSG00000041870	Ankrd13a	28.7709	29.415	36.2814	36.127	30.6528	47.4329
ENSMUSG00000041872	Il17f	0	0	0	0	0	0.152602
ENSMUSG00000041878	8430432A02Rik	0.348529	0.294947	0	0.204637	0.284664	0.070876
ENSMUSG00000041879	Ipo9	20.3843	21.4909	28.6572	18.3858	16.2793	30.9655
ENSMUSG00000041881	Ndufa7	189.158	222.546	160.176	233.564	253.966	539.646
ENSMUSG00000041885	Olfr680-ps1	0	0	0	0	0	0
ENSMUSG00000041886	Macc1	0	0.021437	0	0.02977	0.0828305	0
ENSMUSG00000041889	Shisa4	17.212	34.4996	61.739	62.4669	58.6739	3.05783
ENSMUSG00000041890	Git2	21.1802	21.5035	19.2953	14.7587	15.3174	20.3266
ENSMUSG00000041891	Lman1	86.5844	88.8106	80.3852	63.535	47.4173	33.467
ENSMUSG00000041895	Wipi1	43.0506	51.6434	34.2498	27.7965	28.4719	6.35081
ENSMUSG00000041907	Gpr45	0.0200544	0.0635742	0.020942	0	0	0
ENSMUSG00000041911	Dlx1	1.08136	0.854699	0.127348	0.347656	0.496027	0
ENSMUSG00000041912	Tdrkh	1.88815	1.55237	0.657952	0.616949	0.429135	0.427423
ENSMUSG00000041915	Ammecr1l	8.71834	9.22914	8.84504	7.05117	6.7504	3.57821
ENSMUSG00000041920	Slc16a6	2.56973	2.69204	1.80862	1.90431	0.879619	6.66528
ENSMUSG00000041921	Metap1d	14.6196	13.2518	8.42322	12.9688	13.2756	7.89535
ENSMUSG00000041923	Nol4	0.0279181	0	0.486606	0	0	0
ENSMUSG00000041926	Rnpep	37.2638	36.2555	35.238	36.2092	29.1255	25.5508
ENSMUSG00000041930	Fam222a	0.0806059	0.0567923	0.168326	0.379628	0.257474	1.14734
ENSMUSG00000041935	AW549877	13.4371	14.2053	9.43959	12.4685	11.1751	11.1462
ENSMUSG00000041936	Agrn	34.3419	27.5551	22.3541	42.7957	29.2267	37.3855
ENSMUSG00000041939	Mvk	8.52075	14.4533	21.9206	26.1804	20.0774	24.1484
ENSMUSG00000041945	Mfsd9	2.55793	1.99072	2.52911	1.68586	1.61922	0.428396
ENSMUSG00000041949	Tango6	1.29078	1.89838	1.96735	1.79175	1.24632	5.69264
ENSMUSG00000041954	Tnfrsf18	1.54389	1.27144	1.96228	1.34392	1.84915	0.45492
ENSMUSG00000041957	Pkp2	1.21411	0.65599	2.75722	3.08909	3.19552	14.4283
ENSMUSG00000041958	Pigs	36.7857	39.5716	43.8067	39.536	35.4852	37.0929
ENSMUSG00000041959	S100a10	237.002	280.015	281.476	307.521	254.317	120.082
ENSMUSG00000041961	Znrf3	1.01839	1.25595	1.12734	0.917973	0.609816	1.64936
ENSMUSG00000041966	Dcaf17	5.01908	2.74155	4.73814	1.8214	3.03547	6.23117
ENSMUSG00000041974	Spidr	13.3528	12.2642	10.9108	6.38208	6.37309	13.3981
ENSMUSG00000041975	Mettl8	3.80224	3.18964	3.95214	3.10351	2.69512	4.91569
ENSMUSG00000041977	Arhgef11	8.13782	8.67791	8.96693	6.31929	5.63633	4.15075
ENSMUSG00000041984	Rptn	0	0	0	0	0	0.037828
ENSMUSG00000041986	Elmod1	0	0	0	0	0	0.0309986
ENSMUSG00000041991	Hrnr	0	0	0	0	0	0.0419346
ENSMUSG00000041992	Rapgef5	1.88016	1.29035	0.526275	0.426656	0.197851	0.965628
ENSMUSG00000041995	Zbed3	12.5808	17.7344	17.9571	14.3082	11.8721	13.7805
ENSMUSG00000041997	Tlk1	15.6945	14.7715	13.9332	12.7541	9.63967	15.944
ENSMUSG00000042002	Foxn4	0	0	0	0	0	2.14532
ENSMUSG00000042010	Acacb	1.26804	1.63317	0.726787	0.928624	0.555348	7.34041
ENSMUSG00000042015	Wdr41	10.9309	12.9746	10.5836	11.7905	9.94089	6.74854
ENSMUSG00000042029	Ncapg2	3.25771	2.67828	4.31326	2.13768	1.31134	4.38497
ENSMUSG00000042031	Lce3b	0	0	0	0	0	0
ENSMUSG00000042032	Mat2b	26.9637	26.673	21.5523	19.7898	17.2034	42.4433
ENSMUSG00000042035	Igsf3	6.78001	5.48648	3.59479	3.1298	3.49175	6.0655
ENSMUSG00000042041	2010003K11Rik	0	0.0800435	0.157777	0.111059	0.15449	0
ENSMUSG00000042042	Csgalnact2	14.5919	15.2287	12.6392	10.1799	8.8578	2.52567
ENSMUSG00000042043	Tbca	67.1092	87.2289	70.4094	77.1703	95.2152	113.6
ENSMUSG00000042045	Sln	0	0	0	0	0	0
ENSMUSG00000042046	Dstyk	4.71281	5.09185	5.13268	4.10679	4.3641	1.99388
ENSMUSG00000042050	Wdr60	3.9872	5.01639	4.65278	3.77341	3.44297	2.47672
ENSMUSG00000042055	Wdr11	12.5618	13.6213	12.6353	13.0912	12.3335	11.4133
ENSMUSG00000042063	Zfp386	10.9158	11.3861	8.95458	7.94871	7.47176	3.11576
ENSMUSG00000042064	Myo3b	0	0	0	0.01789	0	0
ENSMUSG00000042066	Tmcc2	4.8973	7.07644	6.95409	5.26497	5.92667	2.03754
ENSMUSG00000042073	Abhd14b	10.3208	13.5599	9.59713	10.6335	12.5617	3.39078
ENSMUSG00000042078	Svop	0	0.0243923	0.636155	2.19053	1.95171	0.211364
ENSMUSG00000042079	Hnrnpf	118.708	143.144	116.821	95.8304	79.1525	426.7
ENSMUSG00000042082	Arsb	21.7396	18.2567	19.9238	26.8205	16.6195	0.196963
ENSMUSG00000042087	4933440N22Rik	1.46393	2.39531	2.88563	2.13056	2.29587	0.165446
ENSMUSG00000042092	Lce1c	0	0	0	0	0	0
ENSMUSG00000042096	Dao	0	0	0	0	0	0.179124
ENSMUSG00000042097	Zfp239	3.2687	3.3645	2.1678	1.40951	0.859878	5.17912
ENSMUSG00000042099	Kank3	3.7813	1.87329	6.24482	6.63982	9.93561	46.2365
ENSMUSG00000042102	Dmgdh	2.60367e-50	0	0	0	0	1.10986
ENSMUSG00000042104	Uggt2	7.39943	10.8815	8.88399	10.2966	9.17854	3.86813
ENSMUSG00000042105	Inpp5f	6.82749	6.8704	4.61663	5.1352	5.2407	2.90605
ENSMUSG00000042106	Fam212a	11.8126	14.1927	11.0166	10.6131	12.5144	0.404247
ENSMUSG00000042109	Csdc2	1.93057	2.09804	2.3061	1.55049	0.915073	0.0651009
ENSMUSG00000042111	Ccdc115	19.5651	19.1948	17.0128	11.9291	10.5332	38.1032
ENSMUSG00000042115	Klhdc8a	4.60073	9.65599	1.03629	2.14453	2.90976	0.0733729
ENSMUSG00000042116	Vwa1	5.43679	1.85802	1.93541	0.491355	0.643781	0.414164
ENSMUSG00000042118	Bhmt2	0	0	0	0	0	0.460319
ENSMUSG00000042121	Ssh1	4.95218	4.32608	3.56384	4.0896	3.22356	4.30517
ENSMUSG00000042124	Lce1f	0	0	0	0	0	0
ENSMUSG00000042129	Rassf4	19.3264	13.1997	16.6397	16.8595	12.3498	0.486205
ENSMUSG00000042133	Ppig	26.3522	27.3672	25.9795	22.099	19.6046	46.0781
ENSMUSG00000042138	Msantd2	5.78913	6.23059	6.59227	6.89979	6.48263	19.8517
ENSMUSG00000042148	Cox10	3.51219	3.42634	4.0337	3.64757	4.91039	11.4729
ENSMUSG00000042155	Klhl23	1.19685	1.47538	2.03125	0.781914	1.01806	0.316811
ENSMUSG00000042156	Dzip1	5.87971	9.45802	13.334	12.8075	10.1913	4.67602
ENSMUSG00000042157	Sprr2i	0	0	0	0	0	0
ENSMUSG00000042165	Gm9774	19.8414	24.4649	26.6834	27.3296	26.4075	58.579
ENSMUSG00000042167	Papd4	10.3233	10.0271	7.81158	8.81217	5.85385	6.55726
ENSMUSG00000042178	Armc5	6.50404	7.13609	8.88259	7.49411	7.02933	5.38726
ENSMUSG00000042179	Pnliprp1	0.0515705	0	0.0538074	0.0756908	0	0
ENSMUSG00000042182	Bend6	2.64644	2.00064	1.60314	1.03505	0.675465	0.195566
ENSMUSG00000042184	1700069L16Rik	0	0	0	0	0	0.217389
ENSMUSG00000042185	Nfrkb	4.91627	4.74094	4.23667	4.11971	3.20884	7.24964
ENSMUSG00000042189	Tekt3	0.0472923	0	0	0	0	0
ENSMUSG00000042190	Cmklr1	14.8179	8.54539	8.08768	8.39291	4.64315	7.62452
ENSMUSG00000042195	Slc35f2	0	0.0327272	0	0.0454411	0.0632155	18.6214
ENSMUSG00000042197	Zfp451	8.61174	7.67794	6.93747	6.26643	5.18417	12.3162
ENSMUSG00000042198	Chchd7	40.4259	59.9859	41.269	45.4942	46.4868	42.3239
ENSMUSG00000042200	Cdrt4	0	0	0	0.203751	0	0
ENSMUSG00000042202	Slc35e2	1.9638	2.06388	2.09695	1.83055	1.63134	2.93846
ENSMUSG00000042203	Tbc1d22b	4.44584	5.82164	5.43038	6.22293	4.59359	8.84642
ENSMUSG00000042207	Kdm5b	20.6035	16.4565	17.1098	10.1498	10.752	55.4488
ENSMUSG00000042208	0610010F05Rik	4.66513	5.38517	5.48991	3.65571	4.23675	3.21652
ENSMUSG00000042210	Abhd14a	11.7783	15.8092	19.8205	24.4057	28.3631	35.93
ENSMUSG00000042211	Fbxo38	16.3557	15.0501	11.4635	12.7208	11.5773	14.8583
ENSMUSG00000042212	Sprr2d	0	0.15969	0	0	0	0
ENSMUSG00000042213	Zfand4	1.10219	1.01735	1.53196	0.402087	0.231239	0.4134
ENSMUSG00000042215	Bag2	12.0947	13.4405	11.5624	7.91019	6.03823	3.59043
ENSMUSG00000042216	Sgsm1	0.639226	1.12213	1.70169	1.05568	0.828214	4.9635
ENSMUSG00000042219	Olfr631	0	0	0	0	0	0
ENSMUSG00000042225	Ammecr1	3.51991	4.90432	4.29145	4.32143	5.46799	2.12437
ENSMUSG00000042228	Lyn	21.756	14.8177	5.71514	7.72469	6.07266	0.597269
ENSMUSG00000042229	Rabif	15.1748	16.0427	16.925	16.7033	16.0868	26.5553
ENSMUSG00000042233	2010015L04Rik	0.855996	1.11468	1.67746	2.15937	1.78337	2.58075
ENSMUSG00000042240	Crybb2	0	0	0	0	0	0
ENSMUSG00000042243	BC051665	0	0	0	0	0	0
ENSMUSG00000042244	Pglyrp3	0	0	0.0838839	0	0	0
ENSMUSG00000042246	Tmc7	0.101411	0.178588	0.176513	0.248022	0.138017	1.03103
ENSMUSG00000042248	Cyp2c37	0	0	0	0	0	0
ENSMUSG00000042249	Adrbk2	0.753478	0.342914	0.399557	0.391228	0.236641	0.436057
ENSMUSG00000042250	Pglyrp4	0	0	0	0	0	0
ENSMUSG00000042251	Pm20d1	0.313749	0.289079	0.87963	2.25571	2.34514	1.2925
ENSMUSG00000042254	Cilp	0.65407	0.392456	0.446046	0.0273387	0	0
ENSMUSG00000042256	Ptchd4	0.494143	0.916499	0.183516	0.386718	0.829417	0.0223282
ENSMUSG00000042258	Isl1	0.372382	0.185568	0.467721	0.443805	0.64659	0.448357
ENSMUSG00000042262	Ccr8	0	0	0	0	0	0
ENSMUSG00000042265	Trem1	0.196134	0.207347	0.109689	0	0	0
ENSMUSG00000042268	Slc26a9	0.0970604	0.0170925	0.0168945	0	0	0.0164467
ENSMUSG00000042271	Nxt2	4.22775	5.07224	4.07775	3.39952	3.69805	5.49822
ENSMUSG00000042272	Sestd1	8.56445	4.94341	7.34032	4.1387	2.94027	2.97485
ENSMUSG00000042275	Pelo	17.2742	21.2232	25.1397	22.2468	26.2522	15.7834
ENSMUSG00000042279	H1foo	0	0	0	0	0	0
ENSMUSG00000042282	Gucy2f	0	0	0	0	0	0
ENSMUSG00000042284	Itga1	8.91464	10.9548	6.40631	4.6679	5.34033	0.0774646
ENSMUSG00000042286	Stab1	31.4432	71.7342	53.5383	45.0242	35.901	2.4877e-09
ENSMUSG00000042289	Hsd3b7	23.4843	21.6394	18.5314	19.8848	17.4049	9.0573
ENSMUSG00000042292	Mkl1	17.321	17.1564	17.1136	15.7731	13.4518	6.6489
ENSMUSG00000042293	Gm5617	17.7389	16.25	8.59731	13.153	16.5349	16.814
ENSMUSG00000042298	Ttc19	6.2195	7.70875	8.31309	7.97635	8.19408	6.87259
ENSMUSG00000042302	Ehbp1	9.63269	8.76935	8.26931	8.07299	5.99068	3.14591
ENSMUSG00000042303	Sgsm3	4.69404	5.91343	7.68079	7.54531	8.54521	11.9031
ENSMUSG00000042305	Tmem183a	9.32834	11.9213	11.0043	10.9696	10.1905	31.5553
ENSMUSG00000042306	S100a14	0	0.0860751	0	0.291788	0	0
ENSMUSG00000042308	Setd1a	7.91525	10.8732	10.767	8.65693	10.2835	15.769
ENSMUSG00000042312	S100a13	47.2759	60.4685	57.4446	66.9182	66.1828	20.0596
ENSMUSG00000042320	Prox2	0.590914	0.518304	0.307651	0.356262	0.256943	0.0600792
ENSMUSG00000042323	Pbrm1	9.59224	10.5248	11.3895	6.70326	6.67231	7.14976
ENSMUSG00000042328	Hps4	5.95086	6.97939	7.1999	5.83193	7.49789	10.9864
ENSMUSG00000042331	Specc1	4.1217	4.19318	5.78708	6.08097	5.18958	1.53864
ENSMUSG00000042333	Tnfrsf14	8.20534	6.92584	7.33496	5.98314	3.41864	0
ENSMUSG00000042340	Ctf1	7.97956	10.7356	8.18975	9.60427	13.4255	5.38732
ENSMUSG00000042345	Ubash3a	0	0	0	0	0	1.67988
ENSMUSG00000042348	Arl15	4.38315	5.30184	6.61087	8.47416	9.51641	13.7463
ENSMUSG00000042349	Ikbke	18.6769	20.8789	21.526	24.3314	24.6192	0.224196
ENSMUSG00000042350	Arel1	9.30182	6.88448	6.68385	6.98095	4.44964	3.90596
ENSMUSG00000042351	Grap2	0	0	0	0	0	0.0252168
ENSMUSG00000042353	Frem3	0	0	0	0	0	0
ENSMUSG00000042354	Gnl3	18.9071	23.8535	20.6169	29.8245	25.8088	114.515
ENSMUSG00000042357	Gjb5	2.31014	4.02011	3.96739	1.55401	2.55486	40.6152
ENSMUSG00000042359	Osbpl6	0.543654	0.721453	1.34294	0.678013	0.838434	0.677746
ENSMUSG00000042360	4930433N12Rik	0	0	0	0	0	0
ENSMUSG00000042363	Lgalsl	13.4007	11.6849	9.32815	7.52408	6.72728	3.65725
ENSMUSG00000042364	Snx18	17.9655	20.7918	17.4439	18.7258	19.3088	18.1248
ENSMUSG00000042367	Gjb3	1.75003	2.82745	1.07501	0.226433	0.629991	113.239
ENSMUSG00000042369	Rbm45	12.9395	14.3183	12.7386	14.781	11.1838	22.5846
ENSMUSG00000042371	Slc5a10	0	8.34481e-08	0	0	0	0.086234
ENSMUSG00000042372	Dmrt3	0	0	0	0	0	0.85081
ENSMUSG00000042377	Fam83g	0.160391	0.313124	0.100505	0.338804	0.425663	2.36872
ENSMUSG00000042379	Esm1	4.48035	3.38888	0.040313	0.170053	0.315423	0
ENSMUSG00000042380	Smim12	13.2176	17.9306	14.8867	16.0179	13.2238	35.1785
ENSMUSG00000042385	Gzmk	0.105656	0.22371	0	0	0	0
ENSMUSG00000042386	Tex13	0	0	0	0	0.136632	2.76766
ENSMUSG00000042388	Dlgap3	0.0796937	0.0842118	0.145639	0	0.0813449	26.8491
ENSMUSG00000042389	Tsen2	6.28441	10.7787	8.02284	6.38916	6.36949	19.29
ENSMUSG00000042390	Gatad2b	8.34994	7.28455	4.9283	3.40234	2.36654	4.12482
ENSMUSG00000042396	Rbm7	32.7606	32.2716	24.6161	28.7145	23.5743	26.7871
ENSMUSG00000042401	Crtac1	0	0	0	0	0	9.95168
ENSMUSG00000042402	Olfr607	0	0	0	0	0	0
ENSMUSG00000042404	Dennd4b	10.4704	7.0739	5.68434	3.2561	2.61504	5.74117
ENSMUSG00000042406	Atf4	159.76	188.117	117.461	135.639	147.205	415.686
ENSMUSG00000042408	Zmym6	13.7495	14.796	10.7174	11.5204	8.42097	5.88162
ENSMUSG00000042410	Agps	14.6627	11.0554	11.6707	7.44333	4.86034	9.1254
ENSMUSG00000042414	Prdm14	0	0	0	0	0	17.754
ENSMUSG00000042417	Ccno	0.305869	0.415768	0.592806	0.384778	0.535274	0.222135
ENSMUSG00000042419	Nfkbil1	11.5511	12.032	9.74524	14.1313	9.21996	11.8042
ENSMUSG00000042423	Fbrs	18.8114	20.3408	16.6859	21.7425	16.6207	11.1681
ENSMUSG00000042425	Frmpd3	0	0	0	0	0	0
ENSMUSG00000042426	Dhx29	6.19813	7.72986	6.91051	6.87916	6.43357	13.3043
ENSMUSG00000042428	Mgat3	4.43999	5.22999	3.28022	3.16116	3.59206	4.17972
ENSMUSG00000042429	Adora1	0.0837943	0.0708307	7.15511e-08	0	1.20959e-07	0.0170371
ENSMUSG00000042433	E230019M04Rik	0	0	0	0	0	0
ENSMUSG00000042436	Mfap4	206.945	186.49	229.943	262.963	272.123	0.424416
ENSMUSG00000042439	Zfp532	7.74256	8.20185	7.45159	5.36064	7.68965	10.891
ENSMUSG00000042444	Fam63b	6.5654	5.25774	4.27007	3.40107	2.50279	1.07885
ENSMUSG00000042446	Zmym4	6.23885	6.95312	7.09964	5.25816	5.63012	11.7481
ENSMUSG00000042447	Mios	9.02696	9.85592	5.91166	6.36698	6.9123	9.11446
ENSMUSG00000042448	Hoxd1	0.0440885	0	0.09202	0	0.0900148	0
ENSMUSG00000042451	Mybph	0.0899566	0.0475539	0.0469373	0	0.183664	0.320119
ENSMUSG00000042453	Reln	0.118484	0.55089	0.0776896	0	0.0323898	0.0868726
ENSMUSG00000042459	Bpifa2	0	0	0	0	0	0
ENSMUSG00000042460	C1galt1	25.5874	28.0261	8.32593	7.85898	6.84559	5.03094
ENSMUSG00000042462	Dctpp1	15.5302	21.1367	21.2298	21.2415	18.3487	312.304
ENSMUSG00000042472	Zfp410	7.94916	10.3519	9.47424	9.48193	8.2143	9.37593
ENSMUSG00000042473	Tbc1d8b	7.37497	7.56236	9.28521	4.71198	3.76773	0.35093
ENSMUSG00000042474	Faim3	0	0	0	0	0	0
ENSMUSG00000042476	Abcb4	2.24541	1.46164	1.9425	3.54527	3.02373	0.0128433
ENSMUSG00000042477	Tfap2e	0.0388687	0	0	0	0	0.039519
ENSMUSG00000042485	Mustn1	15.545	34.0378	10.6762	7.89872	3.35731	0.151982
ENSMUSG00000042487	Leo1	12.3608	16.1968	17.222	14.1724	14.308	39.0867
ENSMUSG00000042489	Clspn	0.693759	2.06194	4.22382	1.22188	0.596137	8.36891
ENSMUSG00000042492	Tbc1d10b	25.4066	28.1539	22.6985	19.7767	16.5175	37.321
ENSMUSG00000042496	Prdm10	1.83279	2.16705	1.66331	1.26422	0.490576	3.19016
ENSMUSG00000042498	D330045A20Rik	1.57748	0.98675	0.476795	0.395968	0.0847357	0.0210999
ENSMUSG00000042499	Hoxd11	9.7146	13.1363	9.7518	7.68691	12.2698	0.044427
ENSMUSG00000042500	Ago4	1.49536	1.42065	1.01705	0.901525	1.26987	0.0824973
ENSMUSG00000042501	Cpa6	3.58761	4.58298	4.149	6.49022	7.23202	0.128989
ENSMUSG00000042502	Cd2bp2	23.7608	23.2439	22.9966	21.2485	19.9812	47.4882
ENSMUSG00000042505	Acn9	1.63289	2.04119	1.85114	1.787	1.12688	3.02841
ENSMUSG00000042506	Usp22	22.4121	24.2978	23.6939	15.0001	12.6376	19.6393
ENSMUSG00000042507	Elmsan1	7.57278	6.54859	5.6263	4.27806	3.59668	5.23204
