Gene ID	Symbol	MEF	Day1	Day2	Day3	Day4	Day5	Day6	Day7	Day8	IPS	ES
ENSMUSG00000044172	Ptx4	0.0155386	0	0	0	0	0.0151356	0	0	0	0	0
ENSMUSG00000044176	Spink10	0	0.628059	0.427036	0.360177	0.142945	0.0832917	0.0846827	0.133024	0.152106	0.955597	5.44282
ENSMUSG00000044177	Wfikkn2	1.61247	0.668273	0.330963	0.347414	0.168367	0.370257	0.256863	0.0644761	0.0463717	0.0850983	0.0727896
ENSMUSG00000044186	Nkx2-6	0.0181281	0	0	0	0	0	0.0215379	0.19614	0.0641407	0	0
ENSMUSG00000044197	Gpr146	3.14939	0.529681	0.14645	0.0848097	0.0217372	0.0417057	0.0668832	0.313811	0.31778	0.129678	0.111068
ENSMUSG00000044199	S1pr4	0.266751	0.128193	0.344957	0.36218	0.195351	0.414185	0.563866	0.330792	0.75811	0.410948	0.139744
ENSMUSG00000044201	Cdc25c	7.00715	10.8129	14.5126	15.1381	16.953	19.4129	19.176	20.0236	13.0402	9.26116	14.6691
ENSMUSG00000044205	Olfr983	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044206	Vsig4	0.0521779	0.0300618	0.0478636	0	0	0	0	0.0342187	0	0.0301176	0
ENSMUSG00000044211	Gm7887	79.755	73.4649	78.7926	77.4994	84.3163	94.868	96.6808	91.8889	76.7573	71.6226	66.5463
ENSMUSG00000044213	Olfr1094	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044216	Kcnj4	0.864345	0.680482	0.610756	0.587858	0.974741	0.486077	0.685077	0.643731	0.575522	1.3154	0.335775
ENSMUSG00000044217	Aqp5	3.96422	194.693	51.707	6.8528	1.86634	0.32499	0.245457	0.0938083	0.0749758	0.385253	0.288523
ENSMUSG00000044220	Nkx2-3	0.316207	0.13674	0.197093	0.09803	0.0781258	0.044031	0.0939823	0.0889509	0.0799781	0.0782774	0.0456232
ENSMUSG00000044221	Grsf1	34.4111	65.5937	84.3826	98.9732	104.393	88.4786	89.4386	66.217	74.5514	37.2204	40.4186
ENSMUSG00000044222	Defb13	0	0	0	0	0	0	0	0	0.184714	0.0677956	0
ENSMUSG00000044224	Dnajc21	11.1163	60.4993	74.8778	87.2557	58.6264	104.491	108.738	81.2781	71.2642	59.7531	116.723
ENSMUSG00000044227	Gm9789	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044228	Olfr1010	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044229	Nxpe4	0.838681	0.631064	0.73753	0.58419	0.173162	0.704208	0.468374	0.294563	0.266974	0.347694	0.272798
ENSMUSG00000044231	Nhlrc1	1.02195	3.12516	2.35204	3.10685	1.08167	3.17	2.43016	1.80935	2.24217	2.32569	2.64878
ENSMUSG00000044243	Bhlha9	0	0.0182987	0.0194162	0	0.0208814	0.0206158	0	0.0208277	0	0.0183334	0
ENSMUSG00000044244	Il20rb	0.373706	1.27674	1.4314	1.48404	0.190433	0.852861	0.339836	0.326208	0.408894	0.981352	0.667167
ENSMUSG00000044248	Vmn1r45	0	0	0	0.0034312	0	0	0	0	0	0	0
ENSMUSG00000044249	Defb29	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044250	Pced1b	1.95615	0.944119	0.714838	1.03204	0.907991	5.98401	9.30931	30.6102	36.4983	31.6752	20.9654
ENSMUSG00000044252	Osbpl1a	10.183	11.4473	10.1377	10.8975	9.13406	10.9737	11.8961	15.6479	18.2426	24.0445	22.3109
ENSMUSG00000044254	Pcsk9	4.15589	10.5124	2.13303	0.649641	0.297436	0.0254969	0.0854931	0.0321899	0.0771708	0.220925	0.297332
ENSMUSG00000044258	Ctla2a	13.0755	1.30886	0.318003	0.105492	0	0.017768	0	0	0.0215227	0	0.0183996
ENSMUSG00000044265	E030002O03Rik	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044268	Gm4895	10.5092	18.1233	25.8893	28.4708	30.7644	36.3848	33.9488	21.825	19.0749	18.8438	11.3801
ENSMUSG00000044276	4933427E11Rik	0	0.0727032	0.0771442	0.0615726	0.0207415	0.0409548	0	0.0413757	0.0248078	0.0732007	0.0848016
ENSMUSG00000044279	Crb3	0.150161	0.437094	3.77812	5.87099	17.3601	19.5315	25.7419	23.5911	18.5797	3.53838	1.67305
ENSMUSG00000044285	Gm1821	255.677	358.268	344.202	319.979	338.468	353.834	371.304	498.558	466.072	462.16	394.484
ENSMUSG00000044286	Olfr221	0	0	0	0	0	0	0	0	0.0290461	0	0.0744324
ENSMUSG00000044287	Nrn1l	0.0510566	0.0878942	0.0464929	0.244729	0.149822	0.188573	0.234316	1.05494	1.54382	0.511887	0
ENSMUSG00000044288	Cnr1	0.364017	1.79622	1.01799	0.452538	0.0310022	0.0572928	0.0279346	0.0115687	0.0277383	0.0509098	0.0237577
ENSMUSG00000044292	Olfr978	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044293	Olfr794	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044294	Krt84	0.0182578	0.244824	0.134231	0.0176157	0.0270814	0.0178028	0.0217107	0	0.0215558	0.00791156	0
ENSMUSG00000044296	Zfp879	0.0782819	0.165646	0.0719298	0.217216	0.0580046	0.258873	0.256126	0.209688	0.312045	0.28	0.504481
ENSMUSG00000044303	Cdkn2a	67.2641	41.2282	53.4037	73.3999	97.8055	74.766	59.1464	43.0844	26.6663	20.4938	3.45859
ENSMUSG00000044306	4930500M09Rik	0	0.0360774	0	0	0	0	0	0	0	0	0
ENSMUSG00000044308	Ubr3	19.2986	12.062	13.0778	11.5122	16.772	13.6039	15.5833	20.2066	19.9792	14.2699	13.4208
ENSMUSG00000044309	Apol7c	0	0.0101167	0.0161163	0	0	0	0	0	0	0	0.00393782
ENSMUSG00000044312	Neurog3	0	0.0171842	0.0930615	0.192696	0	0.0346535	0	0	0.113368	0.0508674	0.307971
ENSMUSG00000044313	Mab21l3	0.761808	1.47557	1.16187	0.944009	0.616359	0.692404	0.926525	1.38998	0.930249	2.26631	1.95612
ENSMUSG00000044317	Gpr4	0.112992	0.118713	0.118701	0.116825	0.0319324	0.212518	0.297543	0.580349	0.600383	1.13326	1.13394
ENSMUSG00000044320	1700001O22Rik	1.68785	0.564631	0.942003	1.22332	1.51138	1.79705	1.84201	1.76492	2.84778	1.23908	0.393871
ENSMUSG00000044322	Dsc1	0	0.00525622	0	0.0293131	0	0.0414746	0.0216722	0	0	0	0
ENSMUSG00000044328	Trp53i13	16.1234	3.46609	2.31809	3.11701	2.68697	2.17762	2.70952	5.24074	4.97532	5.92385	2.7002
ENSMUSG00000044330	Gm9790	202.971	182.026	217.597	405.51	573.33	134.039	267.761	165.099	101.883	93.2966	329.942
ENSMUSG00000044337	Ackr3	9.47785	8.90888	3.52076	2.43858	0.800804	0.900201	0.656816	0.916676	1.79565	1.20314	1.70931
ENSMUSG00000044338	Aplnr	0.290405	0.129271	0.0178025	0.0186873	0	0.00629528	0	0.0127165	0.015243	0.0167837	0.00652559
ENSMUSG00000044339	Alkbh2	8.61719	10.7947	10.3235	12.0506	8.8754	19.802	24.1131	22.8782	22.7539	19.9762	12.0463
ENSMUSG00000044340	Phlpp1	2.43361	2.72933	4.70449	4.04589	5.10268	6.94538	6.47214	4.0282	4.54416	2.00547	0.925059
ENSMUSG00000044341	Gm5601	96.6784	148.132	167.188	181.389	160.17	200.253	194.997	181.852	165.112	201.077	219.433
ENSMUSG00000044345	Marveld1	27.6783	16.0575	13.9222	9.62463	8.24793	9.47766	7.11586	9.55597	8.10076	5.34557	4.81336
ENSMUSG00000044348	Slc25a53	2.53813	2.0434	1.43775	2.53719	1.45017	2.01723	1.60782	1.68949	1.65094	2.64054	2.17243
ENSMUSG00000044349	Snhg11	3.08344	0.198748	0.460911	0.365885	1.94406	6.07697	5.74587	11.4995	7.80486	15.4212	9.68172
ENSMUSG00000044350	Lacc1	6.97628	6.36925	4.62316	3.18928	1.27664	1.06259	0.63061	0.769833	0.887306	3.86654	3.91872
ENSMUSG00000044352	Sowaha	0.0127043	0.0274865	0.128506	0.245259	0.226295	0.0681629	0.0377774	0.0500688	0.0375101	0.0275344	0.0385403
ENSMUSG00000044359	P2ry4	0.0564705	0.00444347	0.00944398	0.00991253	0.0203273	0.0100179	0.0183206	0.0202358	0.0121276	0.00445117	0
ENSMUSG00000044361	BC024139	0.017862	0	0.0219127	0.0250948	0.00785658	0.0542526	0.0661567	0.0333569	0.028148	0	0
ENSMUSG00000044362	Ccdc89	0.271536	0.200084	0.203286	0.281351	0.0596539	0.51965	0.334816	0.940828	1.27033	0.993489	0.66042
ENSMUSG00000044364	Tmem74b	0.471355	0.509836	0.350167	0.520679	0.119844	0.118274	0.123699	0.187756	0.164958	0.120184	0.279972
ENSMUSG00000044365	Cxxc4	0.425668	0.657698	0.675208	0.503738	0.188809	0.380254	0.115369	0.0474857	0.0227121	0.101165	0.0203107
ENSMUSG00000044367	Slc16a13	1.34608	6.08999	5.21556	3.92208	1.18374	3.52397	2.44975	1.76392	1.11753	1.43155	2.46622
ENSMUSG00000044375	BC027072	0.00452774	0	0	0	0	0	0	0	0	0.00392606	0.0137417
ENSMUSG00000044377	Gm13080	4.90114	4.27397	3.421	4.41632	2.80539	5.2332	3.57565	5.20661	4.79506	6.96334	5.51991
ENSMUSG00000044378	Slc15a5	0	0	0.00878856	0.075269	0.0161387	0	0	0	0	0	0
ENSMUSG00000044387	2410080I02Rik	0.274005	0	0	0	0.353704	0.527405	0.53884	1.33372	1.81584	1.09774	0.63333
ENSMUSG00000044390	Tigd3	0.25934	0.336446	0.315898	0.54377	0.156011	0.862774	0.790913	0.882584	1.09134	1.20654	1.5431
ENSMUSG00000044393	Dsg2	0.750849	0.419794	0.892089	0.908795	0.948979	6.60215	9.22555	15.8218	17.495	15.1739	6.44679
ENSMUSG00000044400	Sowahd	0.0312549	0.0135084	0.0430227	0.0301248	0	0	0	0	0	0.0135332	0
ENSMUSG00000044405	Adig	0	0	0	0	0	0	0	0	0	0	0.0695052
ENSMUSG00000044407	Qk	0	0	0	0.182607	0.551483	0	0	0	0.224268	0	0
ENSMUSG00000044408	Sptssa	26.9231	35.7472	38.9191	42.6129	46.1178	37.5721	40.229	28.689	20.4664	19.4841	34.306
ENSMUSG00000044424	Gm9493	253.835	352.974	345.359	371.787	388.747	347.772	385.02	313.959	329.405	256.511	441.507
ENSMUSG00000044429	Cryga	0	0	0	0.0465705	0	0.182881	0.277307	0.618402	1.14171	5.34214	1.3125
ENSMUSG00000044430	Klk12	0	0.0405555	0.193604	0.194902	0.0925378	0.0844269	0.06873	0	0.0553549	0	0
ENSMUSG00000044433	Camsap3	0.311785	0.488288	1.40041	2.01292	2.48494	3.6427	5.30116	10.132	14.0403	18.5485	5.56894
ENSMUSG00000044434	Gm9791	25.3067	37.9301	33.0355	28.8683	34.7006	19.1966	22.2534	32.2026	21.7543	27.4716	15.0697
ENSMUSG00000044441	Olfr1442	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044442	N6amt1	7.05517	10.1557	8.50129	7.80088	4.86686	6.69507	6.56274	7.03483	8.01018	6.06991	8.88373
ENSMUSG00000044444	Pfn3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044447	Dock5	4.06414	13.234	15.9565	12.8427	10.9828	9.46191	7.83458	6.78177	6.66225	4.65619	1.68719
ENSMUSG00000044452	Zfp507	4.6066	3.1762	5.17287	4.23835	1.67901	6.68883	5.70531	5.61259	5.26416	5.36647	2.33707
ENSMUSG00000044453	Ffar1	0	0	0	0	0	0	0	0.0294859	0	0.0519217	0
ENSMUSG00000044454	Olfr867	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044456	Rin3	4.22341	5.49314	5.4815	3.37547	0.912471	1.70316	1.1317	0.888767	0.592454	0.793259	0.185371
ENSMUSG00000044457	Gm4776	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044461	Shisa2	3.0561	2.27488	2.00398	1.89049	1.05638	1.13485	0.814518	0.442529	0.965267	2.57251	4.76467
ENSMUSG00000044465	Fam160a2	13.5347	14.4339	14.1717	14.3932	15.1438	18.3214	18.5516	20.2556	26.4116	24.0532	10.1729
ENSMUSG00000044468	Fam46c	0.984839	0.277074	0.198769	0.221193	0.122809	0.105417	0.180872	0.145899	0.198506	0.440611	0.388611
ENSMUSG00000044469	Tnfaip8l1	1.77568	0.24027	0.145837	0.334947	0.127495	1.50875	1.13823	1.90493	1.63951	0.730689	0.952125
ENSMUSG00000044471	AB041803	0	0.0251845	0.0133696	0	0	0	0	0.0143341	0.0343716	0	0
ENSMUSG00000044475	Ascc1	20.9	17.3539	17.8917	18.8381	30.2737	27.2105	33.0891	34.7259	33.4845	20.5416	26.7298
ENSMUSG00000044477	Zfand3	26.402	29.8178	23.526	18.5467	20.8253	15.1315	16.7717	16.5362	16.7368	16.9109	5.89554
ENSMUSG00000044480	4930578I07Rik	0.0182643	0.0157825	0	0.0175966	0	0	0.0216995	0	0	0	0.0184149
ENSMUSG00000044485	Klk1b11	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044487	Olfr1112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044496	2510039O18Rik	31.0337	40.4735	29.6083	27.6875	17.6853	22.3316	23.2536	27.1546	31.3294	28.1908	9.73585
ENSMUSG00000044499	Hs3st5	0.172279	0.203164	0.0449835	0.0498336	0.01936	0.00954542	0	0	0.0304892	0.0149203	0
ENSMUSG00000044501	Zfp758	1.5942	0.917607	0.840441	0.98047	0.827802	1.63058	1.53484	2.19377	2.2113	2.08704	0.859177
ENSMUSG00000044502	Bod1	31.3632	58.8704	54.5073	54.9803	41.5417	46.6991	43.5258	36.4749	34.6647	38.1391	54.8947
ENSMUSG00000044505	Lingo4	0.0189028	0	0.0115882	0.00608204	0.00623533	0	0.00749455	0.00620814	0.00744153	0	0
ENSMUSG00000044515	Gm8385	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044518	Foxe3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044519	Zfp488	0.00529916	0.0022933	0	0	0	0.0103406	0	0.00261094	0.0125183	0.0208286	0.00902259
ENSMUSG00000044522	A730020M07Rik	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044526	Znrf4	0	0	0.0377761	0.0198446	0.0406277	0	0	0	0	0	0
ENSMUSG00000044528	Tram1l1	5.86869	4.62386	3.69559	3.77738	0.896503	2.65245	2.01714	0.935092	0.755731	2.77373	0.722158
ENSMUSG00000044533	Rps2	334.62	560.473	562.643	594.205	640.76	554.543	551.92	436.783	435.437	456.933	362.313
ENSMUSG00000044534	Ackr2	0	0	0	0.0242592	0.0331536	0.0735506	0.0398629	0.0412716	0	0.00726329	0.0169398
ENSMUSG00000044537	Olfr779	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044538	Gm4830	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044542	Prop1	0.213519	0.0197079	0	0	0	0	0	0	0	0	0
ENSMUSG00000044544	4921513I03Rik	0.0804369	0.0139052	0	0.0155046	0	0	0	0	0	0	0
ENSMUSG00000044548	Dact1	8.19663	1.8511	0.629092	0.468834	0.199244	0.370973	0.425323	0.745082	0.941828	0.856447	1.45708
ENSMUSG00000044550	Tceal3	27.8869	1.5897	0.752449	0.588451	0.179065	0.317296	0.224081	0.217605	0.0171013	0.779336	0.304606
ENSMUSG00000044551	9930012K11Rik	7.49189	1.03044	0.923831	0.782705	0.0596932	0.220064	0.101913	0.644072	0.772012	1.26608	2.80688
ENSMUSG00000044556	Tex38	0	0.0901911	0.0318587	0.0670043	0	0	0	0	0	0.0602496	0.0700177
ENSMUSG00000044560	Olfr1302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044562	Rasip1	0.130014	0.150006	0.0464849	0.083653	0.0928991	0.140903	0.197583	0.804076	1.05767	1.11147	2.08484
ENSMUSG00000044566	Cage1	0.83117	0.611308	0.543842	0.58875	0.195249	0.394436	0.520169	0.225604	0.143832	0.172171	0.0992728
ENSMUSG00000044573	Acp1	3.31914	6.37395	6.38214	6.5214	6.15304	5.90866	5.5867	4.49723	3.26081	3.17904	5.63434
ENSMUSG00000044574	5031434C07Rik	0.048247	0	0	0	0	0	0	0.0158416	0.0284846	0.0139395	0.00812792
ENSMUSG00000044576	Gareml	1.90794	2.08714	1.60205	1.69877	0.580553	0.670547	0.662511	0.391169	0.496871	0.64213	0.701102
ENSMUSG00000044581	4932415D10Rik	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044583	Tlr7	2.73986	1.50811	0.256847	0.0850735	0.0360514	0.0453362	0.0473818	0.0130824	0.0235228	0.0633137	0.024559
ENSMUSG00000044594	Serpinb3a	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044595	Dnd1	1.21299	0.708124	0.664566	0.706557	1.32356	5.90227	9.33682	13.0771	10.5703	10.9137	3.84583
ENSMUSG00000044597	Mycs	0	0	0	0	0	0	0	0	0	0.00866308	0
ENSMUSG00000044600	Smim7	55.6119	39.7255	36.8991	37.0638	54.5915	45.798	43.183	33.5616	28.6581	26.2145	33.5048
ENSMUSG00000044609	Gm9294	68.015	94.5243	96.0437	96.5862	103.708	90.2436	98.5432	85.4159	86.0366	66.9231	158.713
ENSMUSG00000044617	Zbtb39	1.58746	2.68622	3.31858	3.36951	1.81585	4.82148	5.50365	7.1735	5.92602	5.02518	2.63368
ENSMUSG00000044624	Gm4922	0	0	0	0	0.0121698	0	0	0	0	0.0106708	0
ENSMUSG00000044626	Liph	0.0302159	1.1297	0.88919	0.945026	0.684953	2.31693	2.33879	3.67685	4.35378	3.60605	8.8004
ENSMUSG00000044627	Swi5	206.504	306.602	271.398	298.657	326.814	286.371	318.364	297.565	235.228	235.008	376.196
ENSMUSG00000044628	Rnf208	1.83364	1.05174	3.42658	7.50142	9.61927	8.13802	11.3321	7.2345	8.55241	4.49594	2.03606
ENSMUSG00000044629	Cnrip1	12.2311	1.4915	0.612055	0.181177	0.0980382	0.0288012	0.158497	0.0290938	0.0523229	0.201616	0.170836
ENSMUSG00000044633	B530045E10Rik	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044636	Csrnp2	3.46697	5.31407	5.38483	5.08051	6.14561	6.94591	9.40992	8.59935	8.74217	9.54786	4.3321
ENSMUSG00000044639	Gm11507	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044641	Pard6b	3.91303	1.65496	2.40692	2.7426	2.18754	4.17416	4.12979	5.09788	4.74926	5.24283	3.81933
ENSMUSG00000044645	Gm7334	28.4566	65.9358	39.5262	36.1709	36.7651	35.5564	44.8963	31.5092	27.5452	41.8712	30.3278
ENSMUSG00000044646	Zbtb7c	1.29375	5.09653	7.54357	7.79133	3.39814	5.69658	3.94168	2.0301	1.26369	3.34379	1.03186
ENSMUSG00000044647	Csrnp3	0.0931081	0.00721443	0.00960729	0.0635329	0.0497392	0.330007	0.232109	0.714009	0.749893	1.28161	0.808873
ENSMUSG00000044649	Krtap4-2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044664	Prss42	0.015935	0.11019	0.0584884	0.107506	0.377497	1.97112	3.01086	6.34986	5.63955	2.66322	2.72481
ENSMUSG00000044667	D3Bwg0562e	0.925054	0.0623345	0.0109427	0.0114847	0	0.00773795	0.0094333	0.00862074	0.018734	0.00343794	0.0160455
ENSMUSG00000044674	Fzd1	33.4056	3.29828	0.924131	0.733771	0.113368	0.187933	0.222934	0.271887	0.270554	0.491988	0.363329
ENSMUSG00000044676	Zfp612	0.802145	1.28984	1.36057	1.06149	0.0813293	0.581491	0.354595	0.587349	0.837654	1.29214	0.374008
ENSMUSG00000044678	Ly6k	1.9075	1.18513	0.421692	0.530065	1.11887	1.55668	2.55673	9.90612	6.07368	14.7897	3.79929
ENSMUSG00000044681	Cnpy1	0.100501	0.868501	3.58244	5.85275	12.0583	29.7069	26.7129	33.9026	57.4161	32.0966	44.4701
ENSMUSG00000044689	Gm13749	0.0869632	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044694	2010007H06Rik	0.145397	0	0.0441552	0	0	0	0	0	0	0	0
ENSMUSG00000044697	Gm5479	2.1168	13.2407	6.7804	6.22007	5.98602	6.2414	7.18796	4.6182	2.44285	3.73591	2.84659
ENSMUSG00000044700	Tmem201	7.74919	18.4035	17.0513	17.4946	14.9333	16.5456	14.0747	13.4119	16.7265	21.7108	7.62332
ENSMUSG00000044701	Il27	0.206726	0.0669241	0	0	0	0	0	0	0.0304493	0.0447027	0
ENSMUSG00000044702	Palb2	2.41023	5.19217	5.04775	6.49531	3.68729	8.43359	9.93458	9.71056	11.7988	9.19379	18.0655
ENSMUSG00000044703	Phf11a	0.154526	0.178922	0.0170056	0	0.0304849	0.133595	0.201576	0.477534	0.464346	0.5441	0.783726
ENSMUSG00000044705	Olfr670	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044707	Ccnjl	0.438148	0.280287	0.201185	0.261906	0.103911	0.350125	0.520616	0.482948	0.99246	2.32215	1.29195
ENSMUSG00000044708	Kcnj10	0.150444	0.0832043	0.107651	0.104915	0.0413782	0.297701	0.323158	0.177105	0.153038	0.275409	0.198721
ENSMUSG00000044709	Gemin7	50.2364	70.4866	74.2105	72.5822	23.8444	44.1875	44.572	63.645	67.2375	37.48	50.6112
ENSMUSG00000044712	Slc38a6	8.08701	3.18298	4.04145	2.89314	1.22148	5.85425	10.2454	18.104	14.2617	5.68069	2.48967
ENSMUSG00000044715	Gskip	9.28858	6.2655	4.97956	4.07996	2.92647	4.82006	4.03852	3.67618	3.0917	3.02353	3.34313
ENSMUSG00000044716	Dok7	0.319061	0.16765	0.176271	0.193042	0	0.028791	0.0234078	0.0867054	0.0921694	0.152557	0.0437427
ENSMUSG00000044719	E230025N22Rik	0.0593791	0.0102704	0.0109072	0.0114532	0.0352047	0.15047	0.112944	0.245524	0.210248	0.0514442	0.107933
ENSMUSG00000044724	Gpr152	0	0.00505017	0	0	0	0	0	0.0114992	0.0275672	0	0
ENSMUSG00000044726	BC030476	0.00993351	0	0.0182544	0	0	0.00968465	0.0118112	0.0195643	0.0117267	0.00860804	0.010036
ENSMUSG00000044730	9930104L06Rik	4.37754	10.4777	8.20922	8.84509	15.8182	10.1291	11.1154	8.61059	10.9074	11.7315	13.0117
ENSMUSG00000044734	Serpinb1a	5.69173	1.72564	1.24473	0.944015	0.309989	0.421972	0.641532	1.29726	2.22178	2.80515	2.16057
ENSMUSG00000044737	Klk14	0.079789	5.06001	11.8066	16.9696	12.0239	5.11098	3.47107	0.253157	0.0940832	0.0345309	0.0402068
ENSMUSG00000044743	Defb10	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044744	1700001G17Rik	0.188723	0.434152	0.230111	0.151206	0.0309209	0.275035	0.298583	0.308794	0.148158	0.0271887	0.094832
ENSMUSG00000044748	Defb1	0.125455	0.676425	0.344183	0.0301548	0	0	0	0	0	0	0
ENSMUSG00000044749	Abca6	0.199159	0.0142476	0.0304378	0.00416813	0	0.00421246	0	0.00850885	0.00509939	0.0149729	0.0210988
ENSMUSG00000044751	Gm12231	80.0933	169.509	190.856	222.695	175.959	181.541	162.992	127.22	119.146	131.215	211.616
ENSMUSG00000044757	Gm6430	26.2902	75.6373	86.225	87.3562	74.1509	77.6571	85.4242	64.3567	64.6309	83.9274	103.915
ENSMUSG00000044763	Trmt10c	5.66901	22.2976	18.2008	18.0247	6.72486	14.4824	15.7651	10.925	12.0229	13.1326	19.975
ENSMUSG00000044768	D1Ertd622e	6.34494	19.8992	21.0283	20.0113	10.5106	9.8495	7.51309	3.41189	2.20723	3.64608	2.04938
ENSMUSG00000044770	Scml4	0.0864562	0.0474161	0.0245312	0.0158661	0.0054223	0.0914091	0.0889844	0.0727509	0.0700399	0.150044	0.222619
ENSMUSG00000044772	Sntn	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044783	Hjurp	37.9086	36.1079	40.9489	40.16	81.3201	92.9645	101.808	128.654	104.551	93.2552	53.8609
ENSMUSG00000044786	Zfp36	46.0113	8.51655	6.31844	2.52903	2.37043	2.55583	4.15437	9.10262	6.06289	4.83696	2.34749
ENSMUSG00000044787	Spata32	0	0.0805929	0.0427487	0.202146	0	0.113489	0.0277064	0	0	0.0403737	0.0704839
ENSMUSG00000044788	Fads6	0.192275	0.0752925	0.0800161	0.0997284	0.157631	0.395599	0.736303	1.72674	2.38827	2.76013	1.02635
ENSMUSG00000044791	Setd2	20.0451	26.332	21.8069	20.5304	16.1687	28.435	26.5083	24.5652	24.5757	20.4834	33.1152
ENSMUSG00000044792	Isca1	23.9978	25.745	22.7336	24.2382	21.2118	20.1488	17.8028	14.1103	13.5989	19.5853	21.0233
ENSMUSG00000044795	Cyb5d1	8.83548	10.9211	12.6963	10.5268	7.85496	11.8751	7.06711	8.17739	8.3337	13.8999	7.60612
ENSMUSG00000044798	Olfr923	0.024481	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044801	Olfr159	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044807	Zfp354c	13.5135	0.889387	1.34751	1.29119	1.45446	2.63929	3.18543	3.07264	2.80857	4.49175	2.97809
ENSMUSG00000044811	AF251705	4.68799	4.21589	1.11391	0.270425	0.0392305	0	0.0256546	0	0	0	0
ENSMUSG00000044813	Shb	9.49416	11.9986	10.2099	5.73922	6.77894	9.52984	10.3852	18.2238	17.9404	4.40004	4.06675
ENSMUSG00000044814	Olfr543	0.0686756	0.0395393	0.0629208	0.110195	0.0451093	0.178173	0.135927	0	0.0539675	0.138652	0.0230544
ENSMUSG00000044816	D630023F18Rik	0.426656	0.128878	0.213064	0.265899	1.03847	2.87125	4.96866	13.1373	12.2822	10.0185	9.18621
ENSMUSG00000044819	Oxgr1	0	0	0	0	0	0	0	0	0.00725966	0	0.00621603
ENSMUSG00000044820	AY074887	0.212839	0.109995	0.116603	0.0408192	1.07E-34	0.0412438	0.0504089	6.48E-49	0.20037	0.183844	0
ENSMUSG00000044824	Olfr545	0.0563427	0.0243128	0.0257806	0.0541983	0	0.0958464	0.133753	0.110679	0	0	0
ENSMUSG00000044827	Tlr1	0.745859	0.274911	0.0486735	0.0425836	0	0.00860714	0.0104963	0.0825893	0.0937936	0.0420746	0.0535214
ENSMUSG00000044835	Ankrd45	0.348258	0.187797	0.475263	0.20357	0.300448	1.80343	3.20523	8.01975	9.59684	21.062	6.50683
ENSMUSG00000044847	Lsm11	5.73368	7.27338	6.62494	5.37347	4.39471	4.30702	3.74286	3.37116	3.21238	3.54448	2.78766
ENSMUSG00000044854	1700056E22Rik	0.193216	0.190587	0.0252631	0	0.108648	0.0805021	0.0655293	0.162678	0.0650368	0.0716103	0.0277661
ENSMUSG00000044857	Lemd2	31.6483	17.39	13.3926	9.6846	8.78224	7.22384	8.08972	16.1278	20.8481	10.175	5.66051
ENSMUSG00000044860	Gm1123	0	0	0.0172533	0	0	0.0183167	0.0223519	0.0185042	0.0221879	0	0
ENSMUSG00000044863	Defb36	0.0745658	0	0	0	0	0	0	0	0.0873712	0	0.0741559
ENSMUSG00000044864	Ankrd50	32.3673	7.74441	5.07883	3.98607	3.82472	2.49597	3.52868	3.34498	3.38582	4.74352	2.01974
ENSMUSG00000044867	Gm3345	0	0	0.0129733	0	0	0	0	0	0.0166757	0	0
ENSMUSG00000044876	Zfp444	8.89448	9.07232	11.6619	14.2419	14.2983	16.6245	16.0724	15.6327	17.9414	15.3615	14.4032
ENSMUSG00000044881	Coa4	7.96845	18.9182	14.752	17.535	7.78398	19.1523	19.3043	20.3523	20.7145	16.1815	11.4014
